city,date,pm25,pm10,o3,no2,so2,co,hour,day_of_week,month,is_weekend,season,aqi,dew,temperature,humidity,wind,no,nh3,wind_direction,pressure,feels_like,weather,weather_description
jharsuguda,2023-06-12 00:00:00,,11.0,7.0,4.0,5.0,8.0,0,0,6,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-01 00:00:00,82.0,52.0,2.0,4.0,3.0,7.0,0,5,7,1,summer,,,,,,,,,,,,
jharsuguda,2023-07-02 00:00:00,122.0,116.0,8.0,24.0,21.0,18.0,0,6,7,1,summer,,,,,,,,,,,,
jharsuguda,2023-07-03 00:00:00,143.0,77.0,,12.0,,16.0,0,0,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-04 00:00:00,78.0,61.0,9.0,13.0,,16.0,0,1,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-05 00:00:00,68.0,34.0,22.0,7.0,13.0,20.0,0,2,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-06 00:00:00,,2.0,19.0,6.0,13.0,6.0,0,3,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-07 00:00:00,,,,,14.0,17.0,0,4,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-08 00:00:00,47.0,50.0,,,13.0,1.0,0,5,7,1,summer,,,,,,,,,,,,
jharsuguda,2023-07-09 00:00:00,34.0,23.0,9.0,7.0,13.0,4.0,0,6,7,1,summer,,,,,,,,,,,,
jharsuguda,2023-07-10 00:00:00,63.0,67.0,9.0,,13.0,8.0,0,0,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-11 00:00:00,103.0,64.0,9.0,4.0,12.0,4.0,0,1,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-07-12 00:00:00,22.0,,,,,,0,2,7,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-01 00:00:00,83.0,64.0,13.0,15.0,15.0,12.0,0,1,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-02 00:00:00,160.0,89.0,,6.0,16.0,13.0,0,2,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-03 00:00:00,123.0,49.0,34.0,19.0,1.0,18.0,0,3,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-04 00:00:00,99.0,52.0,,11.0,,16.0,0,4,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-05 00:00:00,57.0,38.0,23.0,10.0,13.0,18.0,0,5,8,1,summer,,,,,,,,,,,,
jharsuguda,2023-08-06 00:00:00,4.0,47.0,16.0,9.0,13.0,5.0,0,6,8,1,summer,,,,,,,,,,,,
jharsuguda,2023-08-07 00:00:00,,,,16.0,14.0,16.0,0,0,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-08 00:00:00,77.0,58.0,,7.0,13.0,5.0,0,1,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-09 00:00:00,42.0,12.0,16.0,2.0,13.0,6.0,0,2,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-10 00:00:00,106.0,61.0,9.0,1.0,13.0,10.0,0,3,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-11 00:00:00,103.0,77.0,9.0,6.0,13.0,5.0,0,4,8,0,summer,,,,,,,,,,,,
jharsuguda,2023-08-12 00:00:00,,44.0,17.0,2.0,6.0,11.0,0,5,8,1,summer,,,,,,,,,,,,
jharsuguda,2023-09-01 00:00:00,97.0,71.0,13.0,12.0,16.0,11.0,0,4,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-02 00:00:00,144.0,73.0,,,13.0,11.0,0,5,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-03 00:00:00,80.0,71.0,28.0,17.0,1.0,17.0,0,6,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-04 00:00:00,82.0,69.0,10.0,19.0,,20.0,0,0,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-05 00:00:00,64.0,39.0,18.0,11.0,13.0,19.0,0,1,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-06 00:00:00,78.0,107.0,4.0,13.0,13.0,12.0,0,2,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-08 00:00:00,94.0,42.0,,,13.0,3.0,0,4,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-09 00:00:00,24.0,26.0,17.0,,13.0,2.0,0,5,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-10 00:00:00,99.0,48.0,9.0,2.0,13.0,6.0,0,6,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-11 00:00:00,117.0,74.0,9.0,8.0,13.0,5.0,0,0,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-09-12 00:00:00,73.0,48.0,17.0,2.0,8.0,13.0,0,1,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-01 00:00:00,109.0,73.0,17.0,14.0,11.0,10.0,0,6,10,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-02 00:00:00,121.0,71.0,16.0,16.0,26.0,10.0,0,0,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-03 00:00:00,113.0,86.0,37.0,15.0,1.0,17.0,0,1,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-04 00:00:00,108.0,49.0,18.0,19.0,,18.0,0,2,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-05 00:00:00,65.0,35.0,19.0,10.0,13.0,16.0,0,3,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-06 00:00:00,156.0,70.0,4.0,7.0,13.0,7.0,0,4,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-07 00:00:00,,,1.0,9.0,13.0,7.0,0,5,10,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-08 00:00:00,70.0,57.0,,,13.0,1.0,0,6,10,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-09 00:00:00,48.0,40.0,16.0,2.0,13.0,5.0,0,0,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-10 00:00:00,78.0,68.0,10.0,2.0,13.0,4.0,0,1,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-11 00:00:00,120.0,81.0,8.0,5.0,13.0,3.0,0,2,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-10-12 00:00:00,77.0,53.0,17.0,2.0,8.0,13.0,0,3,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-01 00:00:00,116.0,86.0,27.0,13.0,14.0,13.0,0,2,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-02 00:00:00,115.0,78.0,31.0,24.0,21.0,7.0,0,3,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-03 00:00:00,132.0,87.0,34.0,17.0,1.0,18.0,0,4,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-04 00:00:00,78.0,58.0,19.0,15.0,,18.0,0,5,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-05 00:00:00,60.0,49.0,8.0,12.0,13.0,16.0,0,6,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-06 00:00:00,113.0,63.0,18.0,6.0,13.0,7.0,0,0,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-07 00:00:00,,,,1.0,13.0,4.0,0,1,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-08 00:00:00,90.0,57.0,,6.0,13.0,6.0,0,2,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-09 00:00:00,64.0,35.0,17.0,2.0,13.0,9.0,0,3,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-10 00:00:00,109.0,69.0,9.0,2.0,13.0,7.0,0,4,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-11 00:00:00,136.0,,,,,,0,5,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-11-12 00:00:00,84.0,52.0,5.0,2.0,9.0,13.0,0,6,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2023-12-01 00:00:00,128.0,79.0,24.0,14.0,16.0,15.0,0,4,12,0,winter,,,,,,,,,,,,
jharsuguda,2023-12-02 00:00:00,129.0,132.0,1.0,12.0,22.0,22.0,0,5,12,1,winter,,,,,,,,,,,,
jharsuguda,2023-12-03 00:00:00,139.0,73.0,42.0,17.0,1.0,19.0,0,6,12,1,winter,,,,,,,,,,,,
jharsuguda,2023-12-04 00:00:00,92.0,97.0,16.0,19.0,1.0,22.0,0,0,12,0,winter,,,,,,,,,,,,
jharsuguda,2023-12-05 00:00:00,78.0,39.0,20.0,6.0,13.0,4.0,0,1,12,0,winter,,,,,,,,,,,,
jharsuguda,2023-12-06 00:00:00,101.0,56.0,19.0,9.0,13.0,4.0,0,2,12,0,winter,,,,,,,,,,,,
jharsuguda,2023-12-07 00:00:00,,,,2.0,13.0,6.0,0,3,12,0,winter,,,,,,,,,,,,
jharsuguda,2023-12-08 00:00:00,90.0,49.0,1.0,5.0,13.0,9.0,0,4,12,0,winter,,,,,,,,,,,,
jharsuguda,2023-12-09 00:00:00,59.0,21.0,17.0,3.0,13.0,7.0,0,5,12,1,winter,,,,,,,,,,,,
jharsuguda,2023-12-10 00:00:00,112.0,,,,,,0,6,12,1,winter,,,,,,,,,,,,
jharsuguda,2023-12-12 00:00:00,82.0,,,,,,0,1,12,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-01 00:00:00,129.0,68.0,11.0,3.0,8.0,16.0,0,0,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-02 00:00:00,128.0,46.0,7.0,45.0,5.0,13.0,0,1,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-03 00:00:00,65.0,75.0,8.0,7.0,5.0,12.0,0,2,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-04 00:00:00,117.0,83.0,8.0,6.0,8.0,16.0,0,3,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-05 00:00:00,96.0,58.0,36.0,5.0,11.0,19.0,0,4,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-06 00:00:00,107.0,51.0,8.0,6.0,8.0,11.0,0,5,1,1,winter,,,,,,,,,,,,
jharsuguda,2024-01-07 00:00:00,59.0,49.0,159.0,8.0,5.0,7.0,0,6,1,1,winter,,,,,,,,,,,,
jharsuguda,2024-01-08 00:00:00,37.0,12.0,5.0,9.0,9.0,7.0,0,0,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-09 00:00:00,32.0,13.0,10.0,8.0,9.0,7.0,0,1,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-10 00:00:00,75.0,53.0,11.0,4.0,9.0,6.0,0,2,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-11 00:00:00,104.0,65.0,11.0,3.0,10.0,3.0,0,3,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-01-12 00:00:00,52.0,39.0,19.0,2.0,3.0,3.0,0,4,1,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-01 00:00:00,109.0,72.0,15.0,3.0,8.0,16.0,0,3,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-02 00:00:00,77.0,,7.0,47.0,5.0,14.0,0,4,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-03 00:00:00,114.0,56.0,8.0,6.0,5.0,9.0,0,5,2,1,winter,,,,,,,,,,,,
jharsuguda,2024-02-04 00:00:00,142.0,,,,,,0,6,2,1,winter,,,,,,,,,,,,
jharsuguda,2024-02-05 00:00:00,91.0,61.0,31.0,5.0,11.0,19.0,0,0,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-06 00:00:00,77.0,17.0,25.0,5.0,8.0,14.0,0,1,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-07 00:00:00,79.0,35.0,88.0,8.0,5.0,6.0,0,2,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-08 00:00:00,23.0,8.0,5.0,10.0,8.0,6.0,0,3,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-09 00:00:00,24.0,32.0,10.0,8.0,9.0,7.0,0,4,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-02-10 00:00:00,84.0,52.0,10.0,4.0,9.0,6.0,0,5,2,1,winter,,,,,,,,,,,,
jharsuguda,2024-02-11 00:00:00,100.0,69.0,11.0,3.0,9.0,3.0,0,6,2,1,winter,,,,,,,,,,,,
jharsuguda,2024-02-12 00:00:00,64.0,70.0,21.0,3.0,3.0,3.0,0,0,2,0,winter,,,,,,,,,,,,
jharsuguda,2024-03-01 00:00:00,113.0,70.0,19.0,3.0,8.0,13.0,0,4,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-03-02 00:00:00,,,7.0,27.0,5.0,15.0,0,5,3,1,spring,,,,,,,,,,,,
jharsuguda,2024-03-03 00:00:00,88.0,57.0,8.0,6.0,5.0,12.0,0,6,3,1,spring,,,,,,,,,,,,
jharsuguda,2024-03-05 00:00:00,97.0,82.0,38.0,5.0,12.0,20.0,0,1,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-03-06 00:00:00,33.0,51.0,43.0,6.0,8.0,15.0,0,2,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-03-07 00:00:00,58.0,39.0,7.0,8.0,5.0,6.0,0,3,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-03-08 00:00:00,16.0,9.0,4.0,9.0,9.0,8.0,0,4,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-03-09 00:00:00,54.0,38.0,10.0,8.0,9.0,6.0,0,5,3,1,spring,,,,,,,,,,,,
jharsuguda,2024-03-10 00:00:00,83.0,64.0,10.0,3.0,9.0,5.0,0,6,3,1,spring,,,,,,,,,,,,
jharsuguda,2024-03-11 00:00:00,112.0,85.0,11.0,2.0,10.0,2.0,0,0,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-03-12 00:00:00,105.0,70.0,33.0,2.0,3.0,2.0,0,1,3,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-01 00:00:00,112.0,87.0,9.0,2.0,9.0,14.0,0,0,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-02 00:00:00,,,7.0,36.0,5.0,17.0,0,1,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-03 00:00:00,89.0,61.0,7.0,5.0,5.0,13.0,0,2,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-04 00:00:00,,90.0,8.0,6.0,8.0,16.0,0,3,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-05 00:00:00,133.0,107.0,15.0,5.0,12.0,20.0,0,4,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-06 00:00:00,81.0,52.0,64.0,6.0,7.0,15.0,0,5,4,1,spring,,,,,,,,,,,,
jharsuguda,2024-04-07 00:00:00,64.0,,,,,,0,6,4,1,spring,,,,,,,,,,,,
jharsuguda,2024-04-08 00:00:00,18.0,19.0,10.0,8.0,8.0,7.0,0,0,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-09 00:00:00,65.0,32.0,10.0,9.0,8.0,6.0,0,1,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-10 00:00:00,102.0,63.0,10.0,3.0,9.0,5.0,0,2,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-11 00:00:00,130.0,90.0,11.0,3.0,10.0,2.0,0,3,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-04-12 00:00:00,111.0,66.0,26.0,2.0,3.0,3.0,0,4,4,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-01 00:00:00,129.0,98.0,9.0,4.0,8.0,14.0,0,2,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-02 00:00:00,,,7.0,38.0,5.0,13.0,0,3,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-03 00:00:00,96.0,54.0,8.0,5.0,6.0,12.0,0,4,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-04 00:00:00,152.0,,,,,,0,5,5,1,spring,,,,,,,,,,,,
jharsuguda,2024-05-05 00:00:00,153.0,90.0,14.0,5.0,12.0,21.0,0,6,5,1,spring,,,,,,,,,,,,
jharsuguda,2024-05-06 00:00:00,82.0,70.0,12.0,6.0,7.0,16.0,0,0,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-07 00:00:00,,38.0,103.0,8.0,5.0,7.0,0,1,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-08 00:00:00,33.0,25.0,10.0,8.0,9.0,7.0,0,2,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-09 00:00:00,55.0,41.0,11.0,9.0,9.0,6.0,0,3,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-10 00:00:00,99.0,59.0,10.0,3.0,9.0,5.0,0,4,5,0,spring,,,,,,,,,,,,
jharsuguda,2024-05-11 00:00:00,138.0,76.0,11.0,3.0,10.0,3.0,0,5,5,1,spring,,,,,,,,,,,,
jharsuguda,2024-05-12 00:00:00,103.0,70.0,30.0,2.0,3.0,2.0,0,6,5,1,spring,,,,,,,,,,,,
jharsuguda,2024-06-01 00:00:00,140.0,75.0,9.0,5.0,7.0,11.0,0,5,6,1,summer,,,,,,,,,,,,
jharsuguda,2024-06-02 00:00:00,,,7.0,62.0,5.0,10.0,0,6,6,1,summer,,,,,,,,,,,,
jharsuguda,2024-06-03 00:00:00,86.0,35.0,7.0,5.0,6.0,11.0,0,0,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-04 00:00:00,,57.0,7.0,6.0,8.0,18.0,0,1,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-05 00:00:00,136.0,43.0,2.0,6.0,14.0,21.0,0,2,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-06 00:00:00,110.0,69.0,54.0,7.0,5.0,13.0,0,3,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-07 00:00:00,62.0,15.0,,8.0,5.0,7.0,0,4,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-08 00:00:00,43.0,,,,,,0,5,6,1,summer,,,,,,,,,,,,
jharsuguda,2024-06-09 00:00:00,68.0,29.0,10.0,8.0,9.0,6.0,0,6,6,1,summer,,,,,,,,,,,,
jharsuguda,2024-06-10 00:00:00,93.0,57.0,10.0,4.0,7.0,5.0,0,0,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-11 00:00:00,120.0,76.0,11.0,3.0,10.0,2.0,0,1,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-06-12 00:00:00,108.0,63.0,26.0,2.0,3.0,3.0,0,2,6,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-01 00:00:00,121.0,93.0,10.0,5.0,7.0,13.0,0,0,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-02 00:00:00,,,7.0,42.0,5.0,9.0,0,1,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-03 00:00:00,58.0,40.0,7.0,6.0,5.0,11.0,0,2,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-04 00:00:00,93.0,32.0,7.0,6.0,8.0,13.0,0,3,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-05 00:00:00,66.0,43.0,12.0,5.0,13.0,18.0,0,4,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-06 00:00:00,108.0,60.0,55.0,8.0,1.0,5.0,0,5,7,1,summer,,,,,,,,,,,,
jharsuguda,2024-07-07 00:00:00,31.0,35.0,80.0,7.0,4.0,7.0,0,6,7,1,summer,,,,,,,,,,,,
jharsuguda,2024-07-08 00:00:00,,27.0,11.0,9.0,9.0,5.0,0,0,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-09 00:00:00,52.0,15.0,10.0,8.0,9.0,7.0,0,1,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-10 00:00:00,89.0,59.0,10.0,4.0,8.0,5.0,0,2,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-11 00:00:00,121.0,79.0,11.0,3.0,10.0,2.0,0,3,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-07-12 00:00:00,98.0,59.0,18.0,1.0,3.0,3.0,0,4,7,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-01 00:00:00,144.0,86.0,7.0,4.0,6.0,13.0,0,3,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-02 00:00:00,,,8.0,30.0,5.0,11.0,0,4,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-03 00:00:00,67.0,58.0,7.0,5.0,5.0,12.0,0,5,8,1,summer,,,,,,,,,,,,
jharsuguda,2024-08-04 00:00:00,56.0,43.0,8.0,4.0,8.0,13.0,0,6,8,1,summer,,,,,,,,,,,,
jharsuguda,2024-08-05 00:00:00,67.0,54.0,5.0,5.0,12.0,14.0,0,0,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-06 00:00:00,96.0,38.0,11.0,7.0,1.0,6.0,0,1,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-07 00:00:00,60.0,29.0,51.0,8.0,5.0,7.0,0,2,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-08 00:00:00,50.0,25.0,10.0,9.0,9.0,6.0,0,3,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-09 00:00:00,28.0,2.0,11.0,8.0,9.0,8.0,0,4,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-08-10 00:00:00,93.0,66.0,10.0,3.0,11.0,3.0,0,5,8,1,summer,,,,,,,,,,,,
jharsuguda,2024-08-11 00:00:00,128.0,85.0,10.0,3.0,10.0,2.0,0,6,8,1,summer,,,,,,,,,,,,
jharsuguda,2024-08-12 00:00:00,93.0,69.0,18.0,2.0,3.0,2.0,0,0,8,0,summer,,,,,,,,,,,,
jharsuguda,2024-09-01 00:00:00,140.0,84.0,9.0,5.0,7.0,13.0,0,6,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-02 00:00:00,,105.0,8.0,31.0,5.0,15.0,0,0,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-03 00:00:00,87.0,71.0,8.0,5.0,6.0,14.0,0,1,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-04 00:00:00,70.0,69.0,7.0,5.0,8.0,15.0,0,2,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-05 00:00:00,85.0,49.0,15.0,5.0,13.0,16.0,0,3,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-06 00:00:00,63.0,61.0,47.0,7.0,2.0,4.0,0,4,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-07 00:00:00,53.0,,,,,,0,5,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-08 00:00:00,45.0,23.0,10.0,8.0,9.0,7.0,0,6,9,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-09 00:00:00,5.0,4.0,10.0,8.0,8.0,7.0,0,0,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-10 00:00:00,106.0,46.0,10.0,3.0,10.0,6.0,0,1,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-11 00:00:00,134.0,66.0,10.0,3.0,10.0,3.0,0,2,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-09-12 00:00:00,111.0,66.0,27.0,2.0,3.0,3.0,0,3,9,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-01 00:00:00,136.0,62.0,8.0,4.0,4.0,9.0,0,1,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-02 00:00:00,149.0,68.0,8.0,8.0,5.0,12.0,0,2,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-03 00:00:00,109.0,73.0,6.0,5.0,6.0,15.0,0,3,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-04 00:00:00,109.0,38.0,7.0,5.0,8.0,15.0,0,4,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-05 00:00:00,77.0,46.0,33.0,5.0,12.0,16.0,0,5,10,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-06 00:00:00,97.0,53.0,39.0,7.0,4.0,4.0,0,6,10,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-07 00:00:00,,18.0,,8.0,5.0,6.0,0,0,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-08 00:00:00,41.0,31.0,10.0,8.0,9.0,6.0,0,1,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-09 00:00:00,8.0,37.0,10.0,8.0,8.0,5.0,0,2,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-10 00:00:00,75.0,47.0,10.0,3.0,9.0,5.0,0,3,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-11 00:00:00,106.0,56.0,11.0,3.0,10.0,4.0,0,4,10,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-10-12 00:00:00,105.0,78.0,40.0,3.0,5.0,2.0,0,5,10,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-01 00:00:00,96.0,56.0,8.0,5.0,6.0,10.0,0,4,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-02 00:00:00,111.0,37.0,7.0,6.0,5.0,10.0,0,5,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-03 00:00:00,119.0,118.0,7.0,5.0,6.0,17.0,0,6,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-04 00:00:00,64.0,,,,,,0,0,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-05 00:00:00,73.0,,,,,,0,1,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-06 00:00:00,84.0,59.0,57.0,5.0,5.0,6.0,0,2,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-07 00:00:00,34.0,29.0,,8.0,5.0,6.0,0,3,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-08 00:00:00,52.0,27.0,10.0,8.0,9.0,6.0,0,4,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-09 00:00:00,51.0,59.0,10.0,8.0,8.0,6.0,0,5,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-10 00:00:00,74.0,47.0,10.0,4.0,9.0,5.0,0,6,11,1,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-11 00:00:00,89.0,56.0,10.0,2.0,10.0,3.0,0,0,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-11-12 00:00:00,121.0,75.0,37.0,3.0,7.0,2.0,0,1,11,0,monsoon,,,,,,,,,,,,
jharsuguda,2024-12-01 00:00:00,88.0,55.0,7.0,5.0,6.0,11.0,0,6,12,1,winter,,,,,,,,,,,,
jharsuguda,2024-12-02 00:00:00,60.0,70.0,8.0,6.0,5.0,13.0,0,0,12,0,winter,,,,,,,,,,,,
jharsuguda,2024-12-03 00:00:00,158.0,83.0,8.0,5.0,6.0,14.0,0,1,12,0,winter,,,,,,,,,,,,
jharsuguda,2024-12-04 00:00:00,,52.0,7.0,5.0,8.0,14.0,0,2,12,0,winter,,,,,,,,,,,,
jharsuguda,2024-12-05 00:00:00,,40.0,22.0,5.0,10.0,15.0,0,3,12,0,winter,,,,,,,,,,,,
jharsuguda,2024-12-06 00:00:00,97.0,57.0,67.0,5.0,6.0,7.0,0,4,12,0,winter,,,,,,,,,,,,
jharsuguda,2024-12-07 00:00:00,50.0,35.0,,8.0,5.0,6.0,0,5,12,1,winter,,,,,,,,,,,,
jharsuguda,2024-12-08 00:00:00,49.0,29.0,10.0,8.0,8.0,6.0,0,6,12,1,winter,,,,,,,,,,,,
