city,date,pm25,pm10,o3,no2,so2,co,hour,day_of_week,month,is_weekend,season,aqi,dew,temperature,humidity,wind,no,nh3,wind_direction,pressure,feels_like,weather,weather_description
talcher,2018-10-12 00:00:00,173.0,156.0,4.0,,7.0,15.0,0,4,10,0,monsoon,,,,,,,,,,,,
talcher,2018-11-12 00:00:00,168.0,,,,,,0,0,11,0,monsoon,,,,,,,,,,,,
talcher,2019-01-01 00:00:00,179.0,263.0,7.0,2.0,18.0,42.0,0,1,1,0,winter,,,,,,,,,,,,
talcher,2019-01-02 00:00:00,171.0,318.0,5.0,,14.0,28.0,0,2,1,0,winter,,,,,,,,,,,,
talcher,2019-01-03 00:00:00,86.0,133.0,1.0,,14.0,20.0,0,3,1,0,winter,,,,,,,,,,,,
talcher,2019-01-05 00:00:00,68.0,52.0,1.0,5.0,10.0,10.0,0,5,1,1,winter,,,,,,,,,,,,
talcher,2019-01-06 00:00:00,129.0,61.0,3.0,4.0,12.0,9.0,0,6,1,1,winter,,,,,,,,,,,,
talcher,2019-01-07 00:00:00,78.0,47.0,,2.0,13.0,14.0,0,0,1,0,winter,,,,,,,,,,,,
talcher,2019-01-08 00:00:00,29.0,50.0,2.0,4.0,18.0,15.0,0,1,1,0,winter,,,,,,,,,,,,
talcher,2019-01-10 00:00:00,91.0,,,,17.0,4.0,0,3,1,0,winter,,,,,,,,,,,,
talcher,2019-01-11 00:00:00,85.0,50.0,8.0,1.0,17.0,25.0,0,4,1,0,winter,,,,,,,,,,,,
talcher,2019-01-12 00:00:00,160.0,166.0,23.0,18.0,18.0,8.0,0,5,1,1,winter,,,,,,,,,,,,
talcher,2019-02-01 00:00:00,219.0,282.0,7.0,2.0,16.0,38.0,0,4,2,0,winter,,,,,,,,,,,,
talcher,2019-02-02 00:00:00,169.0,331.0,4.0,,14.0,28.0,0,5,2,1,winter,,,,,,,,,,,,
talcher,2019-02-03 00:00:00,101.0,194.0,5.0,,15.0,25.0,0,6,2,1,winter,,,,,,,,,,,,
talcher,2019-02-05 00:00:00,56.0,85.0,3.0,5.0,13.0,17.0,0,1,2,0,winter,,,,,,,,,,,,
talcher,2019-02-06 00:00:00,65.0,86.0,2.0,4.0,11.0,8.0,0,2,2,0,winter,,,,,,,,,,,,
talcher,2019-02-07 00:00:00,61.0,60.0,1.0,2.0,13.0,13.0,0,3,2,0,winter,,,,,,,,,,,,
talcher,2019-02-08 00:00:00,61.0,38.0,,4.0,18.0,16.0,0,4,2,0,winter,,,,,,,,,,,,
talcher,2019-02-09 00:00:00,,46.0,,1.0,25.0,13.0,0,5,2,1,winter,,,,,,,,,,,,
talcher,2019-02-10 00:00:00,89.0,,,,15.0,3.0,0,6,2,1,winter,,,,,,,,,,,,
talcher,2019-02-11 00:00:00,112.0,67.0,6.0,,18.0,26.0,0,0,2,0,winter,,,,,,,,,,,,
talcher,2019-02-12 00:00:00,159.0,159.0,18.0,18.0,15.0,13.0,0,1,2,0,winter,,,,,,,,,,,,
talcher,2019-03-01 00:00:00,205.0,286.0,6.0,1.0,15.0,36.0,0,4,3,0,spring,,,,,,,,,,,,
talcher,2019-03-02 00:00:00,172.0,269.0,6.0,,11.0,25.0,0,5,3,1,spring,,,,,,,,,,,,
talcher,2019-03-03 00:00:00,127.0,118.0,5.0,,14.0,25.0,0,6,3,1,spring,,,,,,,,,,,,
talcher,2019-03-04 00:00:00,,85.0,3.0,6.0,13.0,8.0,0,0,3,0,spring,,,,,,,,,,,,
talcher,2019-03-05 00:00:00,79.0,59.0,2.0,5.0,12.0,15.0,0,1,3,0,spring,,,,,,,,,,,,
talcher,2019-03-06 00:00:00,92.0,74.0,3.0,3.0,12.0,10.0,0,2,3,0,spring,,,,,,,,,,,,
talcher,2019-03-07 00:00:00,66.0,34.0,1.0,2.0,13.0,13.0,0,3,3,0,spring,,,,,,,,,,,,
talcher,2019-03-08 00:00:00,46.0,28.0,,4.0,18.0,13.0,0,4,3,0,spring,,,,,,,,,,,,
talcher,2019-03-09 00:00:00,65.0,50.0,,3.0,26.0,12.0,0,5,3,1,spring,,,,,,,,,,,,
talcher,2019-03-10 00:00:00,,,5.0,,15.0,4.0,0,6,3,1,spring,,,,,,,,,,,,
talcher,2019-03-11 00:00:00,160.0,57.0,6.0,,17.0,24.0,0,0,3,0,spring,,,,,,,,,,,,
talcher,2019-03-12 00:00:00,169.0,132.0,21.0,9.0,13.0,6.0,0,1,3,0,spring,,,,,,,,,,,,
talcher,2019-04-01 00:00:00,210.0,248.0,5.0,1.0,16.0,36.0,0,0,4,0,spring,,,,,,,,,,,,
talcher,2019-04-02 00:00:00,156.0,374.0,5.0,,13.0,30.0,0,1,4,0,spring,,,,,,,,,,,,
talcher,2019-04-03 00:00:00,94.0,91.0,3.0,,13.0,21.0,0,2,4,0,spring,,,,,,,,,,,,
talcher,2019-04-04 00:00:00,82.0,154.0,5.0,6.0,12.0,10.0,0,3,4,0,spring,,,,,,,,,,,,
talcher,2019-04-05 00:00:00,106.0,105.0,3.0,6.0,11.0,13.0,0,4,4,0,spring,,,,,,,,,,,,
talcher,2019-04-06 00:00:00,76.0,79.0,5.0,4.0,11.0,7.0,0,5,4,1,spring,,,,,,,,,,,,
talcher,2019-04-07 00:00:00,60.0,48.0,,1.0,14.0,18.0,0,6,4,1,spring,,,,,,,,,,,,
talcher,2019-04-08 00:00:00,33.0,43.0,1.0,5.0,18.0,15.0,0,0,4,0,spring,,,,,,,,,,,,
talcher,2019-04-09 00:00:00,101.0,43.0,,,5.0,12.0,0,1,4,0,spring,,,,,,,,,,,,
talcher,2019-04-11 00:00:00,129.0,55.0,5.0,,17.0,22.0,0,3,4,0,spring,,,,,,,,,,,,
talcher,2019-04-12 00:00:00,141.0,197.0,23.0,14.0,12.0,14.0,0,4,4,0,spring,,,,,,,,,,,,
talcher,2019-05-01 00:00:00,202.0,268.0,3.0,2.0,16.0,37.0,0,2,5,0,spring,,,,,,,,,,,,
talcher,2019-05-02 00:00:00,168.0,342.0,6.0,1.0,9.0,25.0,0,3,5,0,spring,,,,,,,,,,,,
talcher,2019-05-03 00:00:00,81.0,144.0,5.0,,13.0,23.0,0,4,5,0,spring,,,,,,,,,,,,
talcher,2019-05-04 00:00:00,121.0,88.0,4.0,6.0,12.0,8.0,0,5,5,1,spring,,,,,,,,,,,,
talcher,2019-05-05 00:00:00,101.0,109.0,3.0,6.0,11.0,14.0,0,6,5,1,spring,,,,,,,,,,,,
talcher,2019-05-06 00:00:00,84.0,,,,,,0,0,5,0,spring,,,,,,,,,,,,
talcher,2019-05-07 00:00:00,91.0,32.0,,1.0,14.0,14.0,0,1,5,0,spring,,,,,,,,,,,,
talcher,2019-05-08 00:00:00,50.0,45.0,1.0,2.0,18.0,16.0,0,2,5,0,spring,,,,,,,,,,,,
talcher,2019-05-09 00:00:00,66.0,30.0,1.0,1.0,1.0,11.0,0,3,5,0,spring,,,,,,,,,,,,
talcher,2019-05-11 00:00:00,118.0,173.0,5.0,,17.0,19.0,0,5,5,1,spring,,,,,,,,,,,,
talcher,2019-05-12 00:00:00,144.0,197.0,18.0,14.0,13.0,23.0,0,6,5,1,spring,,,,,,,,,,,,
talcher,2019-06-01 00:00:00,210.0,289.0,3.0,2.0,16.0,37.0,0,5,6,1,summer,,,,,,,,,,,,
talcher,2019-06-02 00:00:00,165.0,258.0,3.0,,8.0,23.0,0,6,6,1,summer,,,,,,,,,,,,
talcher,2019-06-03 00:00:00,121.0,261.0,5.0,,14.0,27.0,0,0,6,0,summer,,,,,,,,,,,,
talcher,2019-06-04 00:00:00,87.0,72.0,4.0,6.0,11.0,6.0,0,1,6,0,summer,,,,,,,,,,,,
talcher,2019-06-05 00:00:00,101.0,135.0,10.0,5.0,12.0,18.0,0,2,6,0,summer,,,,,,,,,,,,
talcher,2019-06-06 00:00:00,,70.0,2.0,4.0,10.0,9.0,0,3,6,0,summer,,,,,,,,,,,,
talcher,2019-06-07 00:00:00,47.0,57.0,,2.0,14.0,14.0,0,4,6,0,summer,,,,,,,,,,,,
talcher,2019-06-08 00:00:00,74.0,41.0,,,20.0,16.0,0,5,6,1,summer,,,,,,,,,,,,
talcher,2019-06-09 00:00:00,55.0,,,,,,0,6,6,1,summer,,,,,,,,,,,,
talcher,2019-06-11 00:00:00,111.0,402.0,5.0,,18.0,18.0,0,1,6,0,summer,,,,,,,,,,,,
talcher,2019-06-12 00:00:00,158.0,203.0,18.0,15.0,11.0,22.0,0,2,6,0,summer,,,,,,,,,,,,
talcher,2019-07-01 00:00:00,199.0,153.0,4.0,2.0,11.0,29.0,0,0,7,0,summer,,,,,,,,,,,,
talcher,2019-07-02 00:00:00,159.0,191.0,3.0,,4.0,16.0,0,1,7,0,summer,,,,,,,,,,,,
talcher,2019-07-03 00:00:00,145.0,276.0,7.0,,14.0,29.0,0,2,7,0,summer,,,,,,,,,,,,
talcher,2019-07-04 00:00:00,65.0,66.0,3.0,6.0,11.0,6.0,0,3,7,0,summer,,,,,,,,,,,,
talcher,2019-07-05 00:00:00,129.0,136.0,9.0,5.0,12.0,18.0,0,4,7,0,summer,,,,,,,,,,,,
talcher,2019-07-06 00:00:00,63.0,75.0,3.0,1.0,12.0,7.0,0,5,7,1,summer,,,,,,,,,,,,
talcher,2019-07-07 00:00:00,73.0,75.0,,2.0,15.0,16.0,0,6,7,1,summer,,,,,,,,,,,,
talcher,2019-07-08 00:00:00,65.0,33.0,,1.0,21.0,14.0,0,0,7,0,summer,,,,,,,,,,,,
talcher,2019-07-09 00:00:00,,40.0,,3.0,10.0,9.0,0,1,7,0,summer,,,,,,,,,,,,
talcher,2019-07-11 00:00:00,121.0,391.0,5.0,,18.0,14.0,0,3,7,0,summer,,,,,,,,,,,,
talcher,2019-07-12 00:00:00,163.0,171.0,4.0,14.0,10.0,23.0,0,4,7,0,summer,,,,,,,,,,,,
talcher,2019-08-01 00:00:00,168.0,173.0,3.0,2.0,10.0,31.0,0,3,8,0,summer,,,,,,,,,,,,
talcher,2019-08-02 00:00:00,139.0,155.0,3.0,,4.0,17.0,0,4,8,0,summer,,,,,,,,,,,,
talcher,2019-08-03 00:00:00,125.0,203.0,4.0,,15.0,27.0,0,5,8,1,summer,,,,,,,,,,,,
talcher,2019-08-04 00:00:00,62.0,118.0,5.0,6.0,12.0,12.0,0,6,8,1,summer,,,,,,,,,,,,
talcher,2019-08-05 00:00:00,132.0,132.0,7.0,5.0,12.0,15.0,0,0,8,0,summer,,,,,,,,,,,,
talcher,2019-08-06 00:00:00,93.0,83.0,6.0,1.0,11.0,9.0,0,1,8,0,summer,,,,,,,,,,,,
talcher,2019-08-07 00:00:00,75.0,79.0,,1.0,15.0,14.0,0,2,8,0,summer,,,,,,,,,,,,
talcher,2019-08-08 00:00:00,49.0,53.0,1.0,3.0,21.0,14.0,0,3,8,0,summer,,,,,,,,,,,,
talcher,2019-08-09 00:00:00,79.0,43.0,,3.0,11.0,10.0,0,4,8,0,summer,,,,,,,,,,,,
talcher,2019-08-10 00:00:00,,,6.0,4.0,14.0,8.0,0,5,8,1,summer,,,,,,,,,,,,
talcher,2019-08-11 00:00:00,134.0,59.0,4.0,,17.0,10.0,0,6,8,1,summer,,,,,,,,,,,,
talcher,2019-08-12 00:00:00,152.0,185.0,11.0,15.0,9.0,23.0,0,0,8,0,summer,,,,,,,,,,,,
talcher,2019-09-01 00:00:00,176.0,262.0,3.0,2.0,13.0,31.0,0,6,9,1,monsoon,,,,,,,,,,,,
talcher,2019-09-02 00:00:00,133.0,221.0,6.0,,6.0,21.0,0,0,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-03 00:00:00,148.0,,6.0,,13.0,23.0,0,1,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-04 00:00:00,116.0,101.0,3.0,6.0,13.0,13.0,0,2,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-05 00:00:00,110.0,130.0,7.0,5.0,12.0,16.0,0,3,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-06 00:00:00,91.0,74.0,7.0,3.0,11.0,8.0,0,4,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-07 00:00:00,73.0,71.0,,1.0,15.0,12.0,0,5,9,1,monsoon,,,,,,,,,,,,
talcher,2019-09-08 00:00:00,59.0,60.0,1.0,3.0,20.0,18.0,0,6,9,1,monsoon,,,,,,,,,,,,
talcher,2019-09-09 00:00:00,79.0,48.0,,3.0,18.0,8.0,0,0,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-10 00:00:00,,44.0,4.0,4.0,14.0,8.0,0,1,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-11 00:00:00,103.0,56.0,5.0,,16.0,9.0,0,2,9,0,monsoon,,,,,,,,,,,,
talcher,2019-09-12 00:00:00,161.0,154.0,9.0,15.0,8.0,21.0,0,3,9,0,monsoon,,,,,,,,,,,,
talcher,2019-10-01 00:00:00,189.0,187.0,4.0,2.0,,23.0,0,1,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-02 00:00:00,141.0,234.0,7.0,,5.0,19.0,0,2,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-03 00:00:00,,,11.0,,14.0,28.0,0,3,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-04 00:00:00,131.0,102.0,8.0,6.0,12.0,11.0,0,4,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-05 00:00:00,110.0,106.0,3.0,5.0,13.0,14.0,0,5,10,1,monsoon,,,,,,,,,,,,
talcher,2019-10-06 00:00:00,87.0,100.0,6.0,3.0,11.0,9.0,0,6,10,1,monsoon,,,,,,,,,,,,
talcher,2019-10-07 00:00:00,64.0,67.0,,2.0,15.0,11.0,0,0,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-08 00:00:00,64.0,70.0,1.0,3.0,20.0,17.0,0,1,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-09 00:00:00,75.0,61.0,,2.0,15.0,10.0,0,2,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-10 00:00:00,62.0,45.0,5.0,4.0,13.0,9.0,0,3,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-11 00:00:00,72.0,115.0,5.0,2.0,17.0,14.0,0,4,10,0,monsoon,,,,,,,,,,,,
talcher,2019-10-12 00:00:00,160.0,193.0,13.0,15.0,8.0,23.0,0,5,10,1,monsoon,,,,,,,,,,,,
talcher,2019-11-01 00:00:00,188.0,205.0,3.0,1.0,,26.0,0,4,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-02 00:00:00,135.0,300.0,5.0,,7.0,25.0,0,5,11,1,monsoon,,,,,,,,,,,,
talcher,2019-11-03 00:00:00,,,3.0,,14.0,23.0,0,6,11,1,monsoon,,,,,,,,,,,,
talcher,2019-11-04 00:00:00,112.0,141.0,9.0,6.0,12.0,15.0,0,0,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-05 00:00:00,101.0,92.0,3.0,5.0,12.0,16.0,0,1,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-06 00:00:00,105.0,84.0,10.0,2.0,11.0,8.0,0,2,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-07 00:00:00,56.0,77.0,1.0,2.0,15.0,12.0,0,3,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-08 00:00:00,70.0,61.0,1.0,2.0,19.0,18.0,0,4,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-09 00:00:00,87.0,41.0,,2.0,9.0,9.0,0,5,11,1,monsoon,,,,,,,,,,,,
talcher,2019-11-10 00:00:00,77.0,49.0,8.0,3.0,13.0,16.0,0,6,11,1,monsoon,,,,,,,,,,,,
talcher,2019-11-11 00:00:00,98.0,144.0,5.0,4.0,19.0,14.0,0,0,11,0,monsoon,,,,,,,,,,,,
talcher,2019-11-12 00:00:00,167.0,160.0,7.0,15.0,7.0,22.0,0,1,11,0,monsoon,,,,,,,,,,,,
talcher,2019-12-01 00:00:00,192.0,222.0,5.0,1.0,,30.0,0,6,12,1,winter,,,,,,,,,,,,
talcher,2019-12-02 00:00:00,162.0,382.0,7.0,,14.0,29.0,0,0,12,0,winter,,,,,,,,,,,,
talcher,2019-12-03 00:00:00,63.0,292.0,17.0,5.0,13.0,27.0,0,1,12,0,winter,,,,,,,,,,,,
talcher,2019-12-04 00:00:00,128.0,89.0,13.0,6.0,12.0,11.0,0,2,12,0,winter,,,,,,,,,,,,
talcher,2019-12-05 00:00:00,108.0,144.0,4.0,5.0,13.0,18.0,0,3,12,0,winter,,,,,,,,,,,,
talcher,2019-12-06 00:00:00,79.0,68.0,9.0,1.0,12.0,12.0,0,4,12,0,winter,,,,,,,,,,,,
talcher,2019-12-07 00:00:00,70.0,87.0,,2.0,16.0,14.0,0,5,12,1,winter,,,,,,,,,,,,
talcher,2019-12-08 00:00:00,79.0,,,2.0,19.0,18.0,0,6,12,1,winter,,,,,,,,,,,,
talcher,2019-12-09 00:00:00,76.0,41.0,,2.0,5.0,9.0,0,0,12,0,winter,,,,,,,,,,,,
talcher,2019-12-10 00:00:00,99.0,47.0,6.0,3.0,15.0,17.0,0,1,12,0,winter,,,,,,,,,,,,
talcher,2019-12-11 00:00:00,127.0,128.0,5.0,4.0,19.0,16.0,0,2,12,0,winter,,,,,,,,,,,,
talcher,2019-12-12 00:00:00,146.0,88.0,14.0,16.0,4.0,12.0,0,3,12,0,winter,,,,,,,,,,,,
talcher,2020-01-01 00:00:00,214.0,170.0,,8.0,13.0,15.0,0,2,1,0,winter,,,,,,,,,,,,
talcher,2020-01-02 00:00:00,178.0,108.0,28.0,2.0,5.0,2.0,0,3,1,0,winter,,,,,,,,,,,,
talcher,2020-01-03 00:00:00,156.0,95.0,16.0,1.0,23.0,18.0,0,4,1,0,winter,,,,,,,,,,,,
talcher,2020-01-04 00:00:00,110.0,61.0,45.0,1.0,,16.0,0,5,1,1,winter,,,,,,,,,,,,
talcher,2020-01-05 00:00:00,81.0,,,,,,0,6,1,1,winter,,,,,,,,,,,,
talcher,2020-01-06 00:00:00,69.0,51.0,,7.0,15.0,16.0,0,0,1,0,winter,,,,,,,,,,,,
talcher,2020-01-07 00:00:00,72.0,17.0,20.0,8.0,7.0,8.0,0,1,1,0,winter,,,,,,,,,,,,
talcher,2020-01-08 00:00:00,88.0,73.0,27.0,9.0,11.0,13.0,0,2,1,0,winter,,,,,,,,,,,,
talcher,2020-01-09 00:00:00,67.0,67.0,20.0,11.0,9.0,2.0,0,3,1,0,winter,,,,,,,,,,,,
talcher,2020-01-10 00:00:00,76.0,60.0,12.0,2.0,7.0,5.0,0,4,1,0,winter,,,,,,,,,,,,
talcher,2020-01-11 00:00:00,92.0,70.0,46.0,55.0,15.0,13.0,0,5,1,1,winter,,,,,,,,,,,,
talcher,2020-01-12 00:00:00,145.0,96.0,37.0,13.0,23.0,15.0,0,6,1,1,winter,,,,,,,,,,,,
talcher,2020-02-01 00:00:00,182.0,999.0,4.0,7.0,11.0,13.0,0,5,2,1,winter,,,,,,,,,,,,
talcher,2020-02-02 00:00:00,173.0,84.0,28.0,2.0,4.0,,0,6,2,1,winter,,,,,,,,,,,,
talcher,2020-02-03 00:00:00,164.0,65.0,1.0,1.0,24.0,11.0,0,0,2,0,winter,,,,,,,,,,,,
talcher,2020-02-04 00:00:00,110.0,45.0,69.0,2.0,,17.0,0,1,2,0,winter,,,,,,,,,,,,
talcher,2020-02-05 00:00:00,,32.0,39.0,8.0,,17.0,0,2,2,0,winter,,,,,,,,,,,,
talcher,2020-02-06 00:00:00,93.0,53.0,,8.0,4.0,19.0,0,3,2,0,winter,,,,,,,,,,,,
talcher,2020-02-07 00:00:00,50.0,13.0,21.0,8.0,7.0,6.0,0,4,2,0,winter,,,,,,,,,,,,
talcher,2020-02-08 00:00:00,81.0,63.0,16.0,9.0,13.0,15.0,0,5,2,1,winter,,,,,,,,,,,,
talcher,2020-02-09 00:00:00,71.0,65.0,18.0,10.0,9.0,1.0,0,6,2,1,winter,,,,,,,,,,,,
talcher,2020-02-10 00:00:00,72.0,54.0,11.0,2.0,8.0,6.0,0,0,2,0,winter,,,,,,,,,,,,
talcher,2020-02-11 00:00:00,106.0,85.0,53.0,55.0,17.0,13.0,0,1,2,0,winter,,,,,,,,,,,,
talcher,2020-02-12 00:00:00,149.0,99.0,36.0,11.0,24.0,13.0,0,2,2,0,winter,,,,,,,,,,,,
talcher,2020-03-01 00:00:00,134.0,77.0,6.0,7.0,12.0,12.0,0,6,3,1,spring,,,,,,,,,,,,
talcher,2020-03-02 00:00:00,154.0,86.0,25.0,2.0,5.0,14.0,0,0,3,0,spring,,,,,,,,,,,,
talcher,2020-03-03 00:00:00,127.0,49.0,2.0,1.0,26.0,12.0,0,1,3,0,spring,,,,,,,,,,,,
talcher,2020-03-04 00:00:00,85.0,69.0,48.0,1.0,,21.0,0,2,3,0,spring,,,,,,,,,,,,
talcher,2020-03-05 00:00:00,64.0,16.0,27.0,7.0,,18.0,0,3,3,0,spring,,,,,,,,,,,,
talcher,2020-03-06 00:00:00,96.0,75.0,,,,16.0,0,4,3,0,spring,,,,,,,,,,,,
talcher,2020-03-07 00:00:00,43.0,10.0,17.0,8.0,7.0,7.0,0,5,3,1,spring,,,,,,,,,,,,
talcher,2020-03-08 00:00:00,71.0,67.0,21.0,9.0,14.0,17.0,0,6,3,1,spring,,,,,,,,,,,,
talcher,2020-03-09 00:00:00,65.0,76.0,20.0,12.0,13.0,2.0,0,0,3,0,spring,,,,,,,,,,,,
talcher,2020-03-10 00:00:00,62.0,56.0,16.0,4.0,8.0,7.0,0,1,3,0,spring,,,,,,,,,,,,
talcher,2020-03-11 00:00:00,130.0,86.0,45.0,55.0,17.0,8.0,0,2,3,0,spring,,,,,,,,,,,,
talcher,2020-03-12 00:00:00,152.0,102.0,41.0,11.0,18.0,13.0,0,3,3,0,spring,,,,,,,,,,,,
talcher,2020-04-01 00:00:00,145.0,117.0,7.0,10.0,11.0,14.0,0,2,4,0,spring,,,,,,,,,,,,
talcher,2020-04-02 00:00:00,154.0,84.0,16.0,1.0,5.0,19.0,0,3,4,0,spring,,,,,,,,,,,,
talcher,2020-04-03 00:00:00,101.0,20.0,2.0,1.0,25.0,9.0,0,4,4,0,spring,,,,,,,,,,,,
talcher,2020-04-04 00:00:00,124.0,58.0,49.0,1.0,,17.0,0,5,4,1,spring,,,,,,,,,,,,
talcher,2020-04-05 00:00:00,49.0,45.0,24.0,7.0,9.0,16.0,0,6,4,1,spring,,,,,,,,,,,,
talcher,2020-04-06 00:00:00,138.0,52.0,20.0,,13.0,16.0,0,0,4,0,spring,,,,,,,,,,,,
talcher,2020-04-07 00:00:00,34.0,17.0,12.0,8.0,7.0,11.0,0,1,4,0,spring,,,,,,,,,,,,
talcher,2020-04-08 00:00:00,83.0,59.0,15.0,10.0,15.0,16.0,0,2,4,0,spring,,,,,,,,,,,,
talcher,2020-04-09 00:00:00,78.0,79.0,15.0,11.0,12.0,2.0,0,3,4,0,spring,,,,,,,,,,,,
talcher,2020-04-10 00:00:00,74.0,65.0,19.0,4.0,9.0,7.0,0,4,4,0,spring,,,,,,,,,,,,
talcher,2020-04-11 00:00:00,129.0,90.0,46.0,44.0,18.0,14.0,0,5,4,1,spring,,,,,,,,,,,,
talcher,2020-04-12 00:00:00,154.0,112.0,30.0,17.0,34.0,19.0,0,6,4,1,spring,,,,,,,,,,,,
talcher,2020-05-01 00:00:00,160.0,161.0,15.0,10.0,10.0,16.0,0,4,5,0,spring,,,,,,,,,,,,
talcher,2020-05-02 00:00:00,146.0,95.0,5.0,2.0,4.0,19.0,0,5,5,1,spring,,,,,,,,,,,,
talcher,2020-05-03 00:00:00,49.0,23.0,2.0,1.0,23.0,9.0,0,6,5,1,spring,,,,,,,,,,,,
talcher,2020-05-04 00:00:00,128.0,102.0,45.0,1.0,,24.0,0,0,5,0,spring,,,,,,,,,,,,
talcher,2020-05-05 00:00:00,120.0,54.0,33.0,7.0,7.0,15.0,0,1,5,0,spring,,,,,,,,,,,,
talcher,2020-05-06 00:00:00,95.0,48.0,39.0,,15.0,18.0,0,2,5,0,spring,,,,,,,,,,,,
talcher,2020-05-07 00:00:00,54.0,11.0,18.0,8.0,7.0,8.0,0,3,5,0,spring,,,,,,,,,,,,
talcher,2020-05-08 00:00:00,73.0,60.0,14.0,8.0,15.0,11.0,0,4,5,0,spring,,,,,,,,,,,,
talcher,2020-05-09 00:00:00,76.0,76.0,22.0,10.0,8.0,2.0,0,5,5,1,spring,,,,,,,,,,,,
talcher,2020-05-10 00:00:00,77.0,65.0,33.0,3.0,8.0,6.0,0,6,5,1,spring,,,,,,,,,,,,
talcher,2020-05-11 00:00:00,140.0,95.0,57.0,57.0,19.0,18.0,0,0,5,0,spring,,,,,,,,,,,,
talcher,2020-05-12 00:00:00,155.0,109.0,40.0,15.0,23.0,18.0,0,1,5,0,spring,,,,,,,,,,,,
talcher,2020-06-01 00:00:00,197.0,263.0,14.0,10.0,12.0,27.0,0,0,6,0,summer,,,,,,,,,,,,
talcher,2020-06-02 00:00:00,165.0,57.0,4.0,,,8.0,0,1,6,0,summer,,,,,,,,,,,,
talcher,2020-06-03 00:00:00,53.0,19.0,10.0,1.0,23.0,11.0,0,2,6,0,summer,,,,,,,,,,,,
talcher,2020-06-04 00:00:00,140.0,58.0,56.0,1.0,,19.0,0,3,6,0,summer,,,,,,,,,,,,
talcher,2020-06-05 00:00:00,122.0,54.0,29.0,7.0,6.0,13.0,0,4,6,0,summer,,,,,,,,,,,,
talcher,2020-06-06 00:00:00,85.0,,,,,,0,5,6,1,summer,,,,,,,,,,,,
talcher,2020-06-07 00:00:00,39.0,23.0,11.0,11.0,8.0,12.0,0,6,6,1,summer,,,,,,,,,,,,
talcher,2020-06-08 00:00:00,69.0,69.0,13.0,9.0,15.0,14.0,0,0,6,0,summer,,,,,,,,,,,,
talcher,2020-06-09 00:00:00,77.0,71.0,28.0,9.0,7.0,2.0,0,1,6,0,summer,,,,,,,,,,,,
talcher,2020-06-10 00:00:00,70.0,64.0,20.0,1.0,7.0,5.0,0,2,6,0,summer,,,,,,,,,,,,
talcher,2020-06-11 00:00:00,144.0,82.0,43.0,78.0,20.0,16.0,0,3,6,0,summer,,,,,,,,,,,,
talcher,2020-06-12 00:00:00,153.0,99.0,35.0,16.0,22.0,15.0,0,4,6,0,summer,,,,,,,,,,,,
talcher,2020-07-01 00:00:00,279.0,136.0,13.0,9.0,11.0,14.0,0,2,7,0,summer,,,,,,,,,,,,
talcher,2020-07-02 00:00:00,117.0,52.0,4.0,,,9.0,0,3,7,0,summer,,,,,,,,,,,,
talcher,2020-07-03 00:00:00,46.0,35.0,15.0,1.0,22.0,15.0,0,4,7,0,summer,,,,,,,,,,,,
talcher,2020-07-04 00:00:00,106.0,49.0,29.0,1.0,,19.0,0,5,7,1,summer,,,,,,,,,,,,
talcher,2020-07-05 00:00:00,117.0,93.0,34.0,8.0,6.0,13.0,0,6,7,1,summer,,,,,,,,,,,,
talcher,2020-07-06 00:00:00,,78.0,17.0,,12.0,17.0,0,0,7,0,summer,,,,,,,,,,,,
talcher,2020-07-07 00:00:00,66.0,19.0,14.0,9.0,8.0,9.0,0,1,7,0,summer,,,,,,,,,,,,
talcher,2020-07-08 00:00:00,71.0,71.0,12.0,11.0,16.0,16.0,0,2,7,0,summer,,,,,,,,,,,,
talcher,2020-07-09 00:00:00,75.0,69.0,23.0,11.0,9.0,3.0,0,3,7,0,summer,,,,,,,,,,,,
talcher,2020-07-10 00:00:00,68.0,58.0,30.0,3.0,7.0,5.0,0,4,7,0,summer,,,,,,,,,,,,
talcher,2020-07-11 00:00:00,124.0,77.0,45.0,61.0,17.0,13.0,0,5,7,1,summer,,,,,,,,,,,,
