city,date,pm25,pm10,o3,no2,so2,co
jharsuguda,2022-01-11,,59.0,6.0,15.0,25.0,18.0
jharsuguda,2022-01-12,113.0,73.0,12.0,18.0,36.0,19.0
jharsuguda,2022-02-01,80.0,44.0,32.0,7.0,18.0,8.0
jharsuguda,2022-02-02,103.0,63.0,36.0,8.0,11.0,8.0
jharsuguda,2022-02-03,,79.0,26.0,,10.0,9.0
jharsuguda,2022-02-04,148.0,88.0,18.0,3.0,11.0,7.0
jharsuguda,2022-02-05,92.0,47.0,19.0,9.0,7.0,10.0
jharsuguda,2022-02-06,102.0,75.0,15.0,25.0,8.0,6.0
jharsuguda,2022-02-07,60.0,40.0,2.0,2.0,8.0,8.0
jharsuguda,2022-02-08,87.0,37.0,,2.0,4.0,8.0
jharsuguda,2022-02-09,241.0,33.0,,2.0,5.0,8.0
jharsuguda,2022-02-11,,41.0,3.0,2.0,25.0,17.0
jharsuguda,2022-02-12,128.0,81.0,14.0,11.0,35.0,20.0
jharsuguda,2022-03-01,75.0,56.0,45.0,8.0,21.0,8.0
jharsuguda,2022-03-02,105.0,35.0,17.0,8.0,9.0,8.0
jharsuguda,2022-03-03,119.0,65.0,45.0,,12.0,9.0
jharsuguda,2022-03-04,164.0,88.0,73.0,3.0,15.0,7.0
jharsuguda,2022-03-05,95.0,41.0,43.0,11.0,9.0,9.0
jharsuguda,2022-03-06,105.0,51.0,3.0,18.0,7.0,6.0
jharsuguda,2022-03-07,45.0,25.0,2.0,6.0,6.0,8.0
jharsuguda,2022-03-08,70.0,30.0,,2.0,4.0,8.0
jharsuguda,2022-03-09,258.0,13.0,,1.0,4.0,8.0
jharsuguda,2022-03-11,,,6.0,4.0,25.0,17.0
jharsuguda,2022-03-12,118.0,72.0,22.0,11.0,30.0,17.0
jharsuguda,2022-04-01,93.0,64.0,35.0,8.0,24.0,8.0
jharsuguda,2022-04-02,65.0,44.0,36.0,8.0,9.0,8.0
jharsuguda,2022-04-03,106.0,65.0,53.0,,12.0,9.0
jharsuguda,2022-04-04,156.0,69.0,49.0,1.0,8.0,7.0
jharsuguda,2022-04-05,79.0,41.0,29.0,10.0,7.0,10.0
jharsuguda,2022-04-06,57.0,55.0,24.0,21.0,5.0,6.0
jharsuguda,2022-04-07,43.0,34.0,,5.0,6.0,8.0
jharsuguda,2022-04-08,24.0,15.0,,2.0,4.0,8.0
jharsuguda,2022-04-09,,10.0,,10.0,5.0,8.0
jharsuguda,2022-04-11,,564.0,6.0,10.0,25.0,19.0
jharsuguda,2022-04-12,127.0,86.0,19.0,5.0,28.0,21.0
jharsuguda,2022-05-01,108.0,70.0,32.0,8.0,28.0,8.0
jharsuguda,2022-05-02,80.0,48.0,48.0,8.0,9.0,8.0
jharsuguda,2022-05-03,114.0,56.0,41.0,,9.0,9.0
jharsuguda,2022-05-04,122.0,73.0,53.0,,12.0,9.0
jharsuguda,2022-05-05,80.0,60.0,14.0,12.0,9.0,10.0
jharsuguda,2022-05-06,102.0,71.0,23.0,23.0,6.0,6.0
jharsuguda,2022-05-07,66.0,27.0,1.0,3.0,5.0,8.0
jharsuguda,2022-05-08,18.0,18.0,,3.0,4.0,8.0
jharsuguda,2022-05-09,834.0,37.0,,16.0,5.0,9.0
jharsuguda,2022-05-11,,,2.0,11.0,28.0,20.0
jharsuguda,2022-05-12,84.0,51.0,22.0,7.0,28.0,18.0
jharsuguda,2022-06-01,121.0,62.0,33.0,5.0,23.0,8.0
jharsuguda,2022-06-02,82.0,61.0,40.0,8.0,16.0,9.0
jharsuguda,2022-06-03,97.0,43.0,64.0,,12.0,9.0
jharsuguda,2022-06-04,119.0,72.0,67.0,,8.0,9.0
jharsuguda,2022-06-05,98.0,66.0,23.0,11.0,7.0,9.0
jharsuguda,2022-06-06,102.0,57.0,18.0,22.0,6.0,6.0
jharsuguda,2022-06-07,26.0,21.0,1.0,4.0,4.0,8.0
jharsuguda,2022-06-08,40.0,16.0,,,4.0,8.0
jharsuguda,2022-06-09,767.0,36.0,,10.0,4.0,8.0
jharsuguda,2022-06-11,,,2.0,,32.0,20.0
jharsuguda,2022-06-12,97.0,61.0,10.0,6.0,22.0,12.0
jharsuguda,2022-07-01,106.0,71.0,47.0,8.0,16.0,8.0
jharsuguda,2022-07-02,107.0,63.0,40.0,8.0,13.0,8.0
jharsuguda,2022-07-03,73.0,60.0,45.0,,12.0,9.0
jharsuguda,2022-07-04,141.0,72.0,61.0,,7.0,9.0
jharsuguda,2022-07-05,99.0,58.0,1.0,7.0,6.0,10.0
jharsuguda,2022-07-06,51.0,55.0,4.0,20.0,6.0,6.0
jharsuguda,2022-07-07,41.0,20.0,2.0,5.0,4.0,8.0
jharsuguda,2022-07-08,36.0,11.0,8.0,3.0,5.0,8.0
jharsuguda,2022-07-09,,27.0,,8.0,4.0,8.0
jharsuguda,2022-07-11,,,4.0,10.0,19.0,21.0
jharsuguda,2022-07-12,101.0,64.0,8.0,6.0,12.0,6.0
jharsuguda,2022-08-01,118.0,64.0,35.0,8.0,19.0,9.0
jharsuguda,2022-08-02,106.0,59.0,33.0,,10.0,9.0
jharsuguda,2022-08-03,102.0,81.0,20.0,,13.0,9.0
jharsuguda,2022-08-04,139.0,63.0,70.0,,6.0,9.0
jharsuguda,2022-08-05,99.0,31.0,14.0,7.0,8.0,9.0
jharsuguda,2022-08-06,90.0,69.0,,16.0,6.0,6.0
jharsuguda,2022-08-07,38.0,,,,,
jharsuguda,2022-08-08,14.0,8.0,4.0,2.0,5.0,8.0
jharsuguda,2022-08-09,,18.0,,,4.0,8.0
jharsuguda,2022-08-11,,,3.0,8.0,,18.0
jharsuguda,2022-08-12,98.0,62.0,15.0,8.0,10.0,6.0
jharsuguda,2022-09-01,110.0,56.0,7.0,8.0,14.0,8.0
jharsuguda,2022-09-02,103.0,49.0,29.0,8.0,8.0,9.0
jharsuguda,2022-09-03,132.0,,,,,
jharsuguda,2022-09-04,123.0,63.0,91.0,,5.0,9.0
jharsuguda,2022-09-05,47.0,14.0,7.0,6.0,6.0,9.0
jharsuguda,2022-09-06,74.0,227.0,10.0,17.0,6.0,6.0
jharsuguda,2022-09-07,,14.0,1.0,3.0,6.0,8.0
jharsuguda,2022-09-08,22.0,8.0,10.0,,5.0,8.0
jharsuguda,2022-09-09,,17.0,,,4.0,8.0
jharsuguda,2022-09-11,,,3.0,9.0,,18.0
jharsuguda,2022-09-12,100.0,63.0,13.0,8.0,9.0,7.0
jharsuguda,2022-10-01,74.0,37.0,13.0,8.0,11.0,8.0
jharsuguda,2022-10-02,86.0,50.0,35.0,8.0,8.0,9.0
jharsuguda,2022-10-04,121.0,71.0,70.0,,5.0,9.0
jharsuguda,2022-10-05,26.0,31.0,9.0,7.0,5.0,9.0
jharsuguda,2022-10-06,171.0,82.0,11.0,18.0,7.0,6.0
jharsuguda,2022-10-07,26.0,14.0,,1.0,7.0,8.0
jharsuguda,2022-10-08,14.0,6.0,12.0,,5.0,8.0
jharsuguda,2022-10-09,,14.0,,2.0,9.0,9.0
jharsuguda,2022-10-11,,,4.0,8.0,,17.0
jharsuguda,2022-10-12,107.0,68.0,7.0,2.0,10.0,8.0
jharsuguda,2022-11-01,69.0,32.0,10.0,8.0,9.0,8.0
jharsuguda,2022-11-02,85.0,43.0,39.0,8.0,8.0,8.0
jharsuguda,2022-11-03,,40.0,38.0,,10.0,9.0
jharsuguda,2022-11-04,114.0,71.0,53.0,,4.0,9.0
jharsuguda,2022-11-05,56.0,21.0,13.0,8.0,5.0,10.0
jharsuguda,2022-11-06,56.0,31.0,9.0,17.0,6.0,6.0
jharsuguda,2022-11-07,5.0,7.0,3.0,4.0,5.0,8.0
jharsuguda,2022-11-08,13.0,17.0,4.0,12.0,5.0,8.0
jharsuguda,2022-11-09,,14.0,,7.0,5.0,8.0
jharsuguda,2022-11-11,,,10.0,3.0,20.0,16.0
jharsuguda,2022-11-12,111.0,69.0,7.0,,8.0,9.0
jharsuguda,2022-12-01,63.0,36.0,21.0,8.0,10.0,8.0
jharsuguda,2022-12-02,80.0,41.0,39.0,8.0,9.0,8.0
jharsuguda,2022-12-03,71.0,,,,,
jharsuguda,2022-12-04,118.0,61.0,53.0,,5.0,9.0
jharsuguda,2022-12-05,52.0,61.0,16.0,8.0,5.0,10.0
jharsuguda,2022-12-06,28.0,39.0,16.0,21.0,5.0,6.0
jharsuguda,2022-12-07,17.0,10.0,2.0,4.0,5.0,8.0
jharsuguda,2022-12-08,42.0,11.0,,12.0,4.0,8.0
jharsuguda,2022-12-09,,16.0,,2.0,4.0,8.0
jharsuguda,2022-12-11,,,9.0,9.0,24.0,17.0
jharsuguda,2022-12-12,99.0,63.0,7.0,5.0,11.0,9.0
jharsuguda,2023-01-01,128.0,82.0,3.0,,9.0,14.0
jharsuguda,2023-01-02,67.0,42.0,21.0,9.0,15.0,10.0
jharsuguda,2023-01-03,149.0,101.0,27.0,18.0,1.0,15.0
jharsuguda,2023-01-05,51.0,36.0,9.0,16.0,1.0,18.0
jharsuguda,2023-01-06,,,9.0,29.0,13.0,14.0
jharsuguda,2023-01-08,,44.0,,,,
jharsuguda,2023-01-09,119.0,66.0,14.0,3.0,13.0,6.0
jharsuguda,2023-01-10,57.0,26.0,8.0,1.0,13.0,6.0
jharsuguda,2023-01-11,109.0,61.0,8.0,2.0,13.0,3.0
jharsuguda,2023-01-12,70.0,67.0,7.0,4.0,7.0,11.0
jharsuguda,2023-02-01,116.0,88.0,12.0,,5.0,12.0
jharsuguda,2023-02-02,69.0,48.0,15.0,8.0,18.0,10.0
jharsuguda,2023-02-03,150.0,87.0,23.0,17.0,1.0,14.0
jharsuguda,2023-02-04,,63.0,,12.0,1.0,13.0
jharsuguda,2023-02-05,61.0,35.0,10.0,9.0,4.0,17.0
jharsuguda,2023-02-06,,,20.0,9.0,13.0,4.0
jharsuguda,2023-02-08,67.0,21.0,,17.0,13.0,2.0
jharsuguda,2023-02-09,105.0,58.0,13.0,5.0,13.0,9.0
jharsuguda,2023-02-10,48.0,24.0,8.0,2.0,13.0,7.0
jharsuguda,2023-02-11,96.0,58.0,8.0,,13.0,3.0
jharsuguda,2023-02-12,109.0,61.0,7.0,4.0,7.0,9.0
jharsuguda,2023-03-01,140.0,85.0,15.0,3.0,5.0,11.0
jharsuguda,2023-03-02,77.0,76.0,,,17.0,11.0
jharsuguda,2023-03-03,133.0,88.0,21.0,15.0,1.0,14.0
jharsuguda,2023-03-04,101.0,54.0,,9.0,1.0,17.0
jharsuguda,2023-03-05,56.0,20.0,4.0,10.0,13.0,17.0
jharsuguda,2023-03-06,,,22.0,12.0,13.0,2.0
jharsuguda,2023-03-07,,,1.0,3.0,14.0,6.0
jharsuguda,2023-03-08,38.0,15.0,,5.0,13.0,5.0
jharsuguda,2023-03-09,91.0,33.0,15.0,5.0,13.0,11.0
jharsuguda,2023-03-10,43.0,23.0,8.0,2.0,13.0,4.0
jharsuguda,2023-03-11,93.0,20.0,8.0,,13.0,
jharsuguda,2023-03-12,100.0,55.0,9.0,4.0,7.0,9.0
jharsuguda,2023-04-01,137.0,82.0,9.0,22.0,2.0,12.0
jharsuguda,2023-04-02,105.0,58.0,9.0,,14.0,13.0
jharsuguda,2023-04-03,132.0,80.0,23.0,14.0,1.0,13.0
jharsuguda,2023-04-04,86.0,45.0,3.0,13.0,1.0,17.0
jharsuguda,2023-04-05,38.0,33.0,8.0,8.0,13.0,17.0
jharsuguda,2023-04-06,,,21.0,9.0,13.0,3.0
jharsuguda,2023-04-07,,,1.0,5.0,13.0,6.0
jharsuguda,2023-04-08,29.0,31.0,,,13.0,3.0
jharsuguda,2023-04-09,58.0,12.0,6.0,5.0,13.0,11.0
jharsuguda,2023-04-10,43.0,49.0,8.0,2.0,13.0,4.0
jharsuguda,2023-04-11,38.0,,,,,
jharsuguda,2023-04-12,87.0,32.0,8.0,4.0,7.0,6.0
jharsuguda,2023-05-01,134.0,60.0,13.0,12.0,1.0,8.0
jharsuguda,2023-05-02,93.0,59.0,24.0,15.0,32.0,14.0
jharsuguda,2023-05-03,122.0,86.0,27.0,11.0,1.0,15.0
jharsuguda,2023-05-04,73.0,46.0,4.0,14.0,,17.0
jharsuguda,2023-05-05,57.0,23.0,,1.0,13.0,17.0
jharsuguda,2023-05-06,,,25.0,13.0,13.0,3.0
jharsuguda,2023-05-07,,,,,13.0,5.0
jharsuguda,2023-05-08,53.0,26.0,,6.0,12.0,6.0
jharsuguda,2023-05-09,21.0,8.0,10.0,5.0,13.0,7.0
jharsuguda,2023-05-10,77.0,66.0,9.0,,13.0,5.0
jharsuguda,2023-05-11,,48.0,8.0,1.0,13.0,5.0
jharsuguda,2023-05-12,55.0,,,,,
jharsuguda,2023-06-01,94.0,51.0,11.0,11.0,3.0,6.0
jharsuguda,2023-06-02,98.0,79.0,28.0,18.0,20.0,7.0
jharsuguda,2023-06-03,132.0,93.0,33.0,21.0,1.0,17.0
jharsuguda,2023-06-04,76.0,47.0,6.0,14.0,,18.0
jharsuguda,2023-06-05,45.0,44.0,,1.0,13.0,22.0
jharsuguda,2023-06-06,,,20.0,14.0,13.0,3.0
jharsuguda,2023-06-07,,,1.0,,13.0,11.0
jharsuguda,2023-06-08,46.0,27.0,,,13.0,4.0
jharsuguda,2023-06-09,16.0,17.0,10.0,7.0,13.0,3.0
jharsuguda,2023-06-10,105.0,37.0,9.0,,13.0,2.0
jharsuguda,2023-06-11,78.0,66.0,9.0,6.0,13.0,5.0
jharsuguda,2023-06-12,,11.0,7.0,4.0,5.0,8.0
jharsuguda,2023-07-01,82.0,52.0,2.0,4.0,3.0,7.0
jharsuguda,2023-07-02,122.0,116.0,8.0,24.0,21.0,18.0
jharsuguda,2023-07-03,143.0,77.0,,12.0,,16.0
jharsuguda,2023-07-04,78.0,61.0,9.0,13.0,,16.0
jharsuguda,2023-07-05,68.0,34.0,22.0,7.0,13.0,20.0
jharsuguda,2023-07-06,,2.0,19.0,6.0,13.0,6.0
jharsuguda,2023-07-07,,,,,14.0,17.0
jharsuguda,2023-07-08,47.0,50.0,,,13.0,1.0
jharsuguda,2023-07-09,34.0,23.0,9.0,7.0,13.0,4.0
jharsuguda,2023-07-10,63.0,67.0,9.0,,13.0,8.0
jharsuguda,2023-07-11,103.0,64.0,9.0,4.0,12.0,4.0
jharsuguda,2023-07-12,22.0,,,,,
jharsuguda,2023-08-01,83.0,64.0,13.0,15.0,15.0,12.0
jharsuguda,2023-08-02,160.0,89.0,,6.0,16.0,13.0
jharsuguda,2023-08-03,123.0,49.0,34.0,19.0,1.0,18.0
jharsuguda,2023-08-04,99.0,52.0,,11.0,,16.0
jharsuguda,2023-08-05,57.0,38.0,23.0,10.0,13.0,18.0
jharsuguda,2023-08-06,4.0,47.0,16.0,9.0,13.0,5.0
jharsuguda,2023-08-07,,,,16.0,14.0,16.0
jharsuguda,2023-08-08,77.0,58.0,,7.0,13.0,5.0
jharsuguda,2023-08-09,42.0,12.0,16.0,2.0,13.0,6.0
jharsuguda,2023-08-10,106.0,61.0,9.0,1.0,13.0,10.0
jharsuguda,2023-08-11,103.0,77.0,9.0,6.0,13.0,5.0
jharsuguda,2023-08-12,,44.0,17.0,2.0,6.0,11.0
jharsuguda,2023-09-01,97.0,71.0,13.0,12.0,16.0,11.0
jharsuguda,2023-09-02,144.0,73.0,,,13.0,11.0
jharsuguda,2023-09-03,80.0,71.0,28.0,17.0,1.0,17.0
jharsuguda,2023-09-04,82.0,69.0,10.0,19.0,,20.0
jharsuguda,2023-09-05,64.0,39.0,18.0,11.0,13.0,19.0
jharsuguda,2023-09-06,78.0,107.0,4.0,13.0,13.0,12.0
jharsuguda,2023-09-08,94.0,42.0,,,13.0,3.0
jharsuguda,2023-09-09,24.0,26.0,17.0,,13.0,2.0
jharsuguda,2023-09-10,99.0,48.0,9.0,2.0,13.0,6.0
jharsuguda,2023-09-11,117.0,74.0,9.0,8.0,13.0,5.0
jharsuguda,2023-09-12,73.0,48.0,17.0,2.0,8.0,13.0
jharsuguda,2023-10-01,109.0,73.0,17.0,14.0,11.0,10.0
jharsuguda,2023-10-02,121.0,71.0,16.0,16.0,26.0,10.0
jharsuguda,2023-10-03,113.0,86.0,37.0,15.0,1.0,17.0
jharsuguda,2023-10-04,108.0,49.0,18.0,19.0,,18.0
jharsuguda,2023-10-05,65.0,35.0,19.0,10.0,13.0,16.0
jharsuguda,2023-10-06,156.0,70.0,4.0,7.0,13.0,7.0
jharsuguda,2023-10-07,,,1.0,9.0,13.0,7.0
jharsuguda,2023-10-08,70.0,57.0,,,13.0,1.0
jharsuguda,2023-10-09,48.0,40.0,16.0,2.0,13.0,5.0
jharsuguda,2023-10-10,78.0,68.0,10.0,2.0,13.0,4.0
jharsuguda,2023-10-11,120.0,81.0,8.0,5.0,13.0,3.0
jharsuguda,2023-10-12,77.0,53.0,17.0,2.0,8.0,13.0
jharsuguda,2023-11-01,116.0,86.0,27.0,13.0,14.0,13.0
jharsuguda,2023-11-02,115.0,78.0,31.0,24.0,21.0,7.0
jharsuguda,2023-11-03,132.0,87.0,34.0,17.0,1.0,18.0
jharsuguda,2023-11-04,78.0,58.0,19.0,15.0,,18.0
jharsuguda,2023-11-05,60.0,49.0,8.0,12.0,13.0,16.0
jharsuguda,2023-11-06,113.0,63.0,18.0,6.0,13.0,7.0
jharsuguda,2023-11-07,,,,1.0,13.0,4.0
jharsuguda,2023-11-08,90.0,57.0,,6.0,13.0,6.0
jharsuguda,2023-11-09,64.0,35.0,17.0,2.0,13.0,9.0
jharsuguda,2023-11-10,109.0,69.0,9.0,2.0,13.0,7.0
jharsuguda,2023-11-11,136.0,,,,,
jharsuguda,2023-11-12,84.0,52.0,5.0,2.0,9.0,13.0
jharsuguda,2023-12-01,128.0,79.0,24.0,14.0,16.0,15.0
jharsuguda,2023-12-02,129.0,132.0,1.0,12.0,22.0,22.0
jharsuguda,2023-12-03,139.0,73.0,42.0,17.0,1.0,19.0
jharsuguda,2023-12-04,92.0,97.0,16.0,19.0,1.0,22.0
jharsuguda,2023-12-05,78.0,39.0,20.0,6.0,13.0,4.0
jharsuguda,2023-12-06,101.0,56.0,19.0,9.0,13.0,4.0
jharsuguda,2023-12-07,,,,2.0,13.0,6.0
jharsuguda,2023-12-08,90.0,49.0,1.0,5.0,13.0,9.0
jharsuguda,2023-12-09,59.0,21.0,17.0,3.0,13.0,7.0
jharsuguda,2023-12-10,112.0,,,,,
jharsuguda,2023-12-12,82.0,,,,,
jharsuguda,2024-01-01,129.0,68.0,11.0,3.0,8.0,16.0
jharsuguda,2024-01-02,128.0,46.0,7.0,45.0,5.0,13.0
jharsuguda,2024-01-03,65.0,75.0,8.0,7.0,5.0,12.0
jharsuguda,2024-01-04,117.0,83.0,8.0,6.0,8.0,16.0
jharsuguda,2024-01-05,96.0,58.0,36.0,5.0,11.0,19.0
jharsuguda,2024-01-06,107.0,51.0,8.0,6.0,8.0,11.0
jharsuguda,2024-01-07,59.0,49.0,159.0,8.0,5.0,7.0
jharsuguda,2024-01-08,37.0,12.0,5.0,9.0,9.0,7.0
jharsuguda,2024-01-09,32.0,13.0,10.0,8.0,9.0,7.0
jharsuguda,2024-01-10,75.0,53.0,11.0,4.0,9.0,6.0
jharsuguda,2024-01-11,104.0,65.0,11.0,3.0,10.0,3.0
jharsuguda,2024-01-12,52.0,39.0,19.0,2.0,3.0,3.0
jharsuguda,2024-02-01,109.0,72.0,15.0,3.0,8.0,16.0
jharsuguda,2024-02-02,77.0,,7.0,47.0,5.0,14.0
jharsuguda,2024-02-03,114.0,56.0,8.0,6.0,5.0,9.0
jharsuguda,2024-02-04,142.0,,,,,
jharsuguda,2024-02-05,91.0,61.0,31.0,5.0,11.0,19.0
jharsuguda,2024-02-06,77.0,17.0,25.0,5.0,8.0,14.0
jharsuguda,2024-02-07,79.0,35.0,88.0,8.0,5.0,6.0
jharsuguda,2024-02-08,23.0,8.0,5.0,10.0,8.0,6.0
jharsuguda,2024-02-09,24.0,32.0,10.0,8.0,9.0,7.0
jharsuguda,2024-02-10,84.0,52.0,10.0,4.0,9.0,6.0
jharsuguda,2024-02-11,100.0,69.0,11.0,3.0,9.0,3.0
jharsuguda,2024-02-12,64.0,70.0,21.0,3.0,3.0,3.0
jharsuguda,2024-03-01,113.0,70.0,19.0,3.0,8.0,13.0
jharsuguda,2024-03-02,,,7.0,27.0,5.0,15.0
jharsuguda,2024-03-03,88.0,57.0,8.0,6.0,5.0,12.0
jharsuguda,2024-03-05,97.0,82.0,38.0,5.0,12.0,20.0
jharsuguda,2024-03-06,33.0,51.0,43.0,6.0,8.0,15.0
jharsuguda,2024-03-07,58.0,39.0,7.0,8.0,5.0,6.0
jharsuguda,2024-03-08,16.0,9.0,4.0,9.0,9.0,8.0
jharsuguda,2024-03-09,54.0,38.0,10.0,8.0,9.0,6.0
jharsuguda,2024-03-10,83.0,64.0,10.0,3.0,9.0,5.0
jharsuguda,2024-03-11,112.0,85.0,11.0,2.0,10.0,2.0
jharsuguda,2024-03-12,105.0,70.0,33.0,2.0,3.0,2.0
jharsuguda,2024-04-01,112.0,87.0,9.0,2.0,9.0,14.0
jharsuguda,2024-04-02,,,7.0,36.0,5.0,17.0
jharsuguda,2024-04-03,89.0,61.0,7.0,5.0,5.0,13.0
jharsuguda,2024-04-04,,90.0,8.0,6.0,8.0,16.0
jharsuguda,2024-04-05,133.0,107.0,15.0,5.0,12.0,20.0
jharsuguda,2024-04-06,81.0,52.0,64.0,6.0,7.0,15.0
jharsuguda,2024-04-07,64.0,,,,,
jharsuguda,2024-04-08,18.0,19.0,10.0,8.0,8.0,7.0
jharsuguda,2024-04-09,65.0,32.0,10.0,9.0,8.0,6.0
jharsuguda,2024-04-10,102.0,63.0,10.0,3.0,9.0,5.0
jharsuguda,2024-04-11,130.0,90.0,11.0,3.0,10.0,2.0
jharsuguda,2024-04-12,111.0,66.0,26.0,2.0,3.0,3.0
jharsuguda,2024-05-01,129.0,98.0,9.0,4.0,8.0,14.0
jharsuguda,2024-05-02,,,7.0,38.0,5.0,13.0
jharsuguda,2024-05-03,96.0,54.0,8.0,5.0,6.0,12.0
jharsuguda,2024-05-04,152.0,,,,,
jharsuguda,2024-05-05,153.0,90.0,14.0,5.0,12.0,21.0
jharsuguda,2024-05-06,82.0,70.0,12.0,6.0,7.0,16.0
jharsuguda,2024-05-07,,38.0,103.0,8.0,5.0,7.0
jharsuguda,2024-05-08,33.0,25.0,10.0,8.0,9.0,7.0
jharsuguda,2024-05-09,55.0,41.0,11.0,9.0,9.0,6.0
jharsuguda,2024-05-10,99.0,59.0,10.0,3.0,9.0,5.0
jharsuguda,2024-05-11,138.0,76.0,11.0,3.0,10.0,3.0
jharsuguda,2024-05-12,103.0,70.0,30.0,2.0,3.0,2.0
jharsuguda,2024-06-01,140.0,75.0,9.0,5.0,7.0,11.0
jharsuguda,2024-06-02,,,7.0,62.0,5.0,10.0
jharsuguda,2024-06-03,86.0,35.0,7.0,5.0,6.0,11.0
jharsuguda,2024-06-04,,57.0,7.0,6.0,8.0,18.0
jharsuguda,2024-06-05,136.0,43.0,2.0,6.0,14.0,21.0
jharsuguda,2024-06-06,110.0,69.0,54.0,7.0,5.0,13.0
jharsuguda,2024-06-07,62.0,15.0,,8.0,5.0,7.0
jharsuguda,2024-06-08,43.0,,,,,
jharsuguda,2024-06-09,68.0,29.0,10.0,8.0,9.0,6.0
jharsuguda,2024-06-10,93.0,57.0,10.0,4.0,7.0,5.0
jharsuguda,2024-06-11,120.0,76.0,11.0,3.0,10.0,2.0
jharsuguda,2024-06-12,108.0,63.0,26.0,2.0,3.0,3.0
jharsuguda,2024-07-01,121.0,93.0,10.0,5.0,7.0,13.0
jharsuguda,2024-07-02,,,7.0,42.0,5.0,9.0
jharsuguda,2024-07-03,58.0,40.0,7.0,6.0,5.0,11.0
jharsuguda,2024-07-04,93.0,32.0,7.0,6.0,8.0,13.0
jharsuguda,2024-07-05,66.0,43.0,12.0,5.0,13.0,18.0
jharsuguda,2024-07-06,108.0,60.0,55.0,8.0,1.0,5.0
jharsuguda,2024-07-07,31.0,35.0,80.0,7.0,4.0,7.0
jharsuguda,2024-07-08,,27.0,11.0,9.0,9.0,5.0
jharsuguda,2024-07-09,52.0,15.0,10.0,8.0,9.0,7.0
jharsuguda,2024-07-10,89.0,59.0,10.0,4.0,8.0,5.0
jharsuguda,2024-07-11,121.0,79.0,11.0,3.0,10.0,2.0
jharsuguda,2024-07-12,98.0,59.0,18.0,1.0,3.0,3.0
jharsuguda,2024-08-01,144.0,86.0,7.0,4.0,6.0,13.0
jharsuguda,2024-08-02,,,8.0,30.0,5.0,11.0
jharsuguda,2024-08-03,67.0,58.0,7.0,5.0,5.0,12.0
jharsuguda,2024-08-04,56.0,43.0,8.0,4.0,8.0,13.0
jharsuguda,2024-08-05,67.0,54.0,5.0,5.0,12.0,14.0
jharsuguda,2024-08-06,96.0,38.0,11.0,7.0,1.0,6.0
jharsuguda,2024-08-07,60.0,29.0,51.0,8.0,5.0,7.0
jharsuguda,2024-08-08,50.0,25.0,10.0,9.0,9.0,6.0
jharsuguda,2024-08-09,28.0,2.0,11.0,8.0,9.0,8.0
jharsuguda,2024-08-10,93.0,66.0,10.0,3.0,11.0,3.0
jharsuguda,2024-08-11,128.0,85.0,10.0,3.0,10.0,2.0
jharsuguda,2024-08-12,93.0,69.0,18.0,2.0,3.0,2.0
jharsuguda,2024-09-01,140.0,84.0,9.0,5.0,7.0,13.0
jharsuguda,2024-09-02,,105.0,8.0,31.0,5.0,15.0
jharsuguda,2024-09-03,87.0,71.0,8.0,5.0,6.0,14.0
jharsuguda,2024-09-04,70.0,69.0,7.0,5.0,8.0,15.0
jharsuguda,2024-09-05,85.0,49.0,15.0,5.0,13.0,16.0
jharsuguda,2024-09-06,63.0,61.0,47.0,7.0,2.0,4.0
jharsuguda,2024-09-07,53.0,,,,,
jharsuguda,2024-09-08,45.0,23.0,10.0,8.0,9.0,7.0
jharsuguda,2024-09-09,5.0,4.0,10.0,8.0,8.0,7.0
jharsuguda,2024-09-10,106.0,46.0,10.0,3.0,10.0,6.0
jharsuguda,2024-09-11,134.0,66.0,10.0,3.0,10.0,3.0
jharsuguda,2024-09-12,111.0,66.0,27.0,2.0,3.0,3.0
jharsuguda,2024-10-01,136.0,62.0,8.0,4.0,4.0,9.0
jharsuguda,2024-10-02,149.0,68.0,8.0,8.0,5.0,12.0
jharsuguda,2024-10-03,109.0,73.0,6.0,5.0,6.0,15.0
jharsuguda,2024-10-04,109.0,38.0,7.0,5.0,8.0,15.0
jharsuguda,2024-10-05,77.0,46.0,33.0,5.0,12.0,16.0
jharsuguda,2024-10-06,97.0,53.0,39.0,7.0,4.0,4.0
jharsuguda,2024-10-07,,18.0,,8.0,5.0,6.0
jharsuguda,2024-10-08,41.0,31.0,10.0,8.0,9.0,6.0
jharsuguda,2024-10-09,8.0,37.0,10.0,8.0,8.0,5.0
jharsuguda,2024-10-10,75.0,47.0,10.0,3.0,9.0,5.0
jharsuguda,2024-10-11,106.0,56.0,11.0,3.0,10.0,4.0
jharsuguda,2024-10-12,105.0,78.0,40.0,3.0,5.0,2.0
jharsuguda,2024-11-01,96.0,56.0,8.0,5.0,6.0,10.0
jharsuguda,2024-11-02,111.0,37.0,7.0,6.0,5.0,10.0
jharsuguda,2024-11-03,119.0,118.0,7.0,5.0,6.0,17.0
jharsuguda,2024-11-04,64.0,,,,,
jharsuguda,2024-11-05,73.0,,,,,
jharsuguda,2024-11-06,84.0,59.0,57.0,5.0,5.0,6.0
jharsuguda,2024-11-07,34.0,29.0,,8.0,5.0,6.0
jharsuguda,2024-11-08,52.0,27.0,10.0,8.0,9.0,6.0
jharsuguda,2024-11-09,51.0,59.0,10.0,8.0,8.0,6.0
