city,date,pm25,pm10,o3,no2,so2,co
jharsuguda,2024-11-10,74.0,47.0,10.0,4.0,9.0,5.0
jharsuguda,2024-11-11,89.0,56.0,10.0,2.0,10.0,3.0
jharsuguda,2024-11-12,121.0,75.0,37.0,3.0,7.0,2.0
jharsuguda,2024-12-01,88.0,55.0,7.0,5.0,6.0,11.0
jharsuguda,2024-12-02,60.0,70.0,8.0,6.0,5.0,13.0
jharsuguda,2024-12-03,158.0,83.0,8.0,5.0,6.0,14.0
jharsuguda,2024-12-04,,52.0,7.0,5.0,8.0,14.0
jharsuguda,2024-12-05,,40.0,22.0,5.0,10.0,15.0
jharsuguda,2024-12-06,97.0,57.0,67.0,5.0,6.0,7.0
jharsuguda,2024-12-07,50.0,35.0,,8.0,5.0,6.0
jharsuguda,2024-12-08,49.0,29.0,10.0,8.0,8.0,6.0
jharsuguda,2024-12-09,60.0,29.0,10.0,8.0,8.0,6.0
jharsuguda,2024-12-10,78.0,60.0,10.0,3.0,9.0,5.0
jharsuguda,2024-12-11,91.0,63.0,11.0,2.0,10.0,3.0
jharsuguda,2024-12-12,119.0,74.0,38.0,,8.0,2.0
jharsuguda,2025-01-01,135.0,61.0,18.0,,7.0,2.0
jharsuguda,2025-01-02,138.0,89.0,43.0,3.0,6.0,
jharsuguda,2025-01-03,144.0,106.0,29.0,3.0,3.0,6.0
jharsuguda,2025-01-04,129.0,75.0,21.0,3.0,3.0,8.0
jharsuguda,2025-01-05,74.0,47.0,34.0,3.0,3.0,11.0
jharsuguda,2025-01-06,118.0,68.0,19.0,5.0,5.0,13.0
jharsuguda,2025-01-07,51.0,21.0,5.0,3.0,6.0,13.0
jharsuguda,2025-01-08,59.0,54.0,10.0,3.0,6.0,13.0
jharsuguda,2025-01-09,61.0,39.0,10.0,6.0,6.0,8.0
jharsuguda,2025-01-10,96.0,13.0,10.0,42.0,6.0,2.0
jharsuguda,2025-01-11,58.0,53.0,10.0,2.0,6.0,3.0
jharsuguda,2025-01-12,101.0,80.0,11.0,4.0,6.0,2.0
jharsuguda,2025-02-01,96.0,71.0,23.0,,7.0,2.0
jharsuguda,2025-02-02,144.0,85.0,43.0,3.0,6.0,6.0
jharsuguda,2025-02-03,153.0,81.0,27.0,3.0,4.0,8.0
jharsuguda,2025-02-04,124.0,54.0,11.0,3.0,3.0,9.0
jharsuguda,2025-02-05,75.0,51.0,27.0,4.0,2.0,10.0
jharsuguda,2025-02-06,108.0,49.0,101.0,4.0,5.0,13.0
jharsuguda,2025-02-07,40.0,21.0,5.0,2.0,6.0,12.0
jharsuguda,2025-02-08,86.0,42.0,10.0,5.0,6.0,12.0
jharsuguda,2025-02-09,64.0,15.0,10.0,6.0,6.0,11.0
jharsuguda,2025-02-10,20.0,8.0,10.0,8.0,6.0,2.0
jharsuguda,2025-02-11,87.0,66.0,11.0,9.0,6.0,2.0
jharsuguda,2025-02-12,114.0,76.0,11.0,23.0,6.0,2.0
jharsuguda,2025-03-01,108.0,82.0,27.0,,7.0,1.0
jharsuguda,2025-03-02,131.0,70.0,39.0,3.0,6.0,10.0
jharsuguda,2025-03-03,126.0,80.0,31.0,3.0,2.0,9.0
jharsuguda,2025-03-04,85.0,59.0,12.0,4.0,3.0,9.0
jharsuguda,2025-03-05,79.0,43.0,26.0,4.0,2.0,10.0
jharsuguda,2025-03-06,80.0,42.0,9.0,5.0,5.0,15.0
jharsuguda,2025-03-07,38.0,31.0,4.0,4.0,6.0,11.0
jharsuguda,2025-03-08,69.0,55.0,10.0,4.0,6.0,11.0
jharsuguda,2025-03-09,29.0,15.0,10.0,7.0,6.0,8.0
jharsuguda,2025-03-10,16.0,20.0,10.0,6.0,6.0,2.0
jharsuguda,2025-03-11,104.0,74.0,10.0,12.0,5.0,2.0
jharsuguda,2025-03-12,116.0,65.0,10.0,70.0,6.0,2.0
jharsuguda,2025-04-01,123.0,77.0,23.0,,7.0,1.0
jharsuguda,2025-04-02,113.0,82.0,46.0,3.0,6.0,10.0
jharsuguda,2025-04-03,123.0,80.0,30.0,3.0,2.0,9.0
jharsuguda,2025-04-04,94.0,73.0,18.0,6.0,3.0,8.0
jharsuguda,2025-04-05,70.0,55.0,28.0,4.0,2.0,9.0
jharsuguda,2025-04-06,68.0,27.0,46.0,5.0,5.0,17.0
jharsuguda,2025-04-07,54.0,24.0,5.0,4.0,6.0,13.0
jharsuguda,2025-04-08,87.0,63.0,10.0,3.0,6.0,11.0
jharsuguda,2025-04-09,30.0,28.0,10.0,4.0,6.0,1.0
jharsuguda,2025-04-10,39.0,38.0,10.0,2.0,6.0,1.0
jharsuguda,2025-04-11,117.0,90.0,11.0,8.0,5.0,1.0
jharsuguda,2025-04-12,102.0,100.0,11.0,49.0,7.0,2.0
jharsuguda,2025-05-01,123.0,86.0,24.0,1.0,7.0,
jharsuguda,2025-05-02,126.0,71.0,36.0,4.0,6.0,10.0
jharsuguda,2025-05-03,129.0,69.0,31.0,3.0,2.0,10.0
jharsuguda,2025-05-04,119.0,73.0,18.0,6.0,3.0,7.0
jharsuguda,2025-05-05,86.0,44.0,45.0,4.0,4.0,11.0
jharsuguda,2025-05-06,46.0,67.0,43.0,5.0,5.0,14.0
jharsuguda,2025-05-07,43.0,11.0,2.0,4.0,6.0,15.0
jharsuguda,2025-05-08,103.0,46.0,10.0,6.0,6.0,11.0
jharsuguda,2025-05-09,50.0,46.0,11.0,4.0,6.0,1.0
jharsuguda,2025-05-10,65.0,45.0,10.0,5.0,6.0,1.0
jharsuguda,2025-05-11,139.0,71.0,10.0,9.0,5.0,1.0
jharsuguda,2025-05-12,122.0,72.0,11.0,4.0,7.0,2.0
jharsuguda,2025-06-01,128.0,84.0,28.0,,7.0,1.0
jharsuguda,2025-06-02,114.0,51.0,22.0,3.0,6.0,12.0
jharsuguda,2025-06-03,111.0,93.0,30.0,3.0,2.0,9.0
jharsuguda,2025-06-04,119.0,82.0,25.0,6.0,3.0,8.0
jharsuguda,2025-06-05,71.0,67.0,31.0,5.0,4.0,9.0
jharsuguda,2025-06-06,107.0,54.0,38.0,5.0,5.0,15.0
jharsuguda,2025-06-07,22.0,15.0,4.0,4.0,6.0,13.0
jharsuguda,2025-06-08,77.0,48.0,10.0,9.0,6.0,10.0
jharsuguda,2025-06-09,72.0,36.0,10.0,5.0,6.0,1.0
jharsuguda,2025-06-10,74.0,62.0,10.0,8.0,6.0,1.0
jharsuguda,2025-06-11,112.0,69.0,10.0,4.0,5.0,2.0
jharsuguda,2025-06-12,109.0,71.0,11.0,34.0,6.0,2.0
jharsuguda,2025-07-01,136.0,57.0,24.0,3.0,7.0,1.0
jharsuguda,2025-07-02,84.0,62.0,29.0,3.0,6.0,11.0
jharsuguda,2025-07-03,139.0,109.0,36.0,3.0,2.0,6.0
jharsuguda,2025-07-04,131.0,50.0,20.0,5.0,3.0,11.0
jharsuguda,2025-07-05,107.0,51.0,28.0,5.0,4.0,10.0
jharsuguda,2025-07-06,85.0,55.0,40.0,5.0,5.0,15.0
jharsuguda,2025-07-07,30.0,17.0,2.0,4.0,6.0,14.0
jharsuguda,2025-07-08,79.0,26.0,10.0,6.0,6.0,12.0
jharsuguda,2025-07-09,61.0,52.0,10.0,5.0,6.0,1.0
jharsuguda,2025-07-10,96.0,57.0,10.0,3.0,6.0,2.0
jharsuguda,2025-07-11,108.0,71.0,11.0,20.0,5.0,1.0
jharsuguda,2025-07-12,109.0,87.0,11.0,44.0,7.0,1.0
jharsuguda,2025-08-01,93.0,70.0,32.0,4.0,7.0,1.0
jharsuguda,2025-08-02,100.0,56.0,33.0,2.0,6.0,11.0
jharsuguda,2025-08-03,158.0,96.0,35.0,3.0,2.0,7.0
jharsuguda,2025-08-04,82.0,47.0,15.0,6.0,4.0,12.0
jharsuguda,2025-08-05,85.0,65.0,30.0,5.0,4.0,8.0
jharsuguda,2025-08-06,86.0,56.0,27.0,4.0,5.0,10.0
jharsuguda,2025-08-07,33.0,16.0,8.0,4.0,6.0,11.0
jharsuguda,2025-08-08,45.0,38.0,10.0,6.0,6.0,13.0
jharsuguda,2025-08-09,87.0,63.0,10.0,3.0,6.0,1.0
jharsuguda,2025-08-10,94.0,34.0,10.0,5.0,6.0,4.0
jharsuguda,2025-08-11,110.0,76.0,11.0,12.0,5.0,1.0
jharsuguda,2025-08-12,129.0,76.0,11.0,38.0,7.0,1.0
jharsuguda,2025-09-01,107.0,79.0,47.0,,7.0,
jharsuguda,2025-09-02,90.0,91.0,49.0,3.0,6.0,8.0
jharsuguda,2025-09-03,144.0,99.0,29.0,3.0,3.0,8.0
jharsuguda,2025-09-04,76.0,40.0,19.0,5.0,4.0,12.0
jharsuguda,2025-09-05,104.0,86.0,32.0,4.0,4.0,7.0
jharsuguda,2025-09-06,92.0,43.0,32.0,5.0,5.0,13.0
jharsuguda,2025-09-07,31.0,22.0,8.0,3.0,6.0,11.0
jharsuguda,2025-09-08,62.0,37.0,10.0,2.0,6.0,13.0
jharsuguda,2025-09-09,100.0,49.0,10.0,4.0,6.0,1.0
jharsuguda,2025-09-10,58.0,45.0,10.0,5.0,6.0,4.0
jharsuguda,2025-09-11,118.0,81.0,11.0,16.0,6.0,
jharsuguda,2025-09-12,118.0,69.0,11.0,38.0,7.0,3.0
jharsuguda,2025-10-01,128.0,134.0,15.0,1.0,7.0,
jharsuguda,2025-10-02,135.0,96.0,43.0,3.0,6.0,7.0
jharsuguda,2025-10-03,145.0,95.0,28.0,3.0,4.0,6.0
jharsuguda,2025-10-04,66.0,47.0,26.0,5.0,4.0,11.0
jharsuguda,2025-10-05,134.0,75.0,43.0,4.0,4.0,6.0
jharsuguda,2025-10-06,70.0,37.0,15.0,5.0,5.0,14.0
jharsuguda,2025-10-07,41.0,27.0,10.0,3.0,6.0,13.0
jharsuguda,2025-10-08,61.0,47.0,10.0,4.0,6.0,13.0
jharsuguda,2025-10-09,79.0,28.0,10.0,5.0,6.0,2.0
jharsuguda,2025-10-10,74.0,63.0,10.0,6.0,6.0,4.0
jharsuguda,2025-10-11,127.0,85.0,11.0,16.0,5.0,1.0
jharsuguda,2025-10-12,105.0,78.0,12.0,8.0,7.0,2.0
jharsuguda,2025-11-01,171.0,96.0,38.0,1.0,7.0,
jharsuguda,2025-11-02,149.0,82.0,41.0,3.0,7.0,10.0
jharsuguda,2025-11-03,146.0,128.0,35.0,3.0,3.0,5.0
jharsuguda,2025-11-04,77.0,54.0,29.0,5.0,4.0,12.0
jharsuguda,2025-11-05,120.0,69.0,42.0,5.0,4.0,7.0
jharsuguda,2025-11-06,60.0,38.0,16.0,5.0,5.0,15.0
jharsuguda,2025-11-07,47.0,29.0,15.0,1.0,6.0,12.0
jharsuguda,2025-11-08,78.0,91.0,10.0,9.0,6.0,11.0
jharsuguda,2025-11-09,50.0,28.0,10.0,6.0,6.0,2.0
jharsuguda,2025-11-10,95.0,68.0,10.0,5.0,6.0,2.0
jharsuguda,2025-11-11,137.0,81.0,11.0,11.0,5.0,2.0
jharsuguda,2025-11-12,119.0,80.0,11.0,8.0,7.0,2.0
jharsuguda,2025-12-01,148.0,86.0,35.0,3.0,7.0,
jharsuguda,2025-12-02,133.0,68.0,35.0,3.0,7.0,10.0
jharsuguda,2025-12-03,166.0,122.0,37.0,3.0,3.0,3.0
jharsuguda,2025-12-04,87.0,52.0,31.0,5.0,4.0,11.0
jharsuguda,2025-12-05,106.0,61.0,37.0,4.0,4.0,9.0
jharsuguda,2025-12-06,60.0,43.0,23.0,5.0,5.0,14.0
jharsuguda,2025-12-07,50.0,31.0,25.0,,6.0,10.0
jharsuguda,2025-12-08,109.0,36.0,10.0,5.0,6.0,12.0
jharsuguda,2025-12-09,46.0,25.0,10.0,6.0,6.0,2.0
jharsuguda,2025-12-10,103.0,65.0,10.0,4.0,6.0,3.0
jharsuguda,2025-12-11,127.0,76.0,11.0,19.0,5.0,1.0
jharsuguda,2025-12-12,123.0,71.0,11.0,8.0,7.0,3.0
jharsuguda,2026-01-01,150.0,94.0,10.0,14.0,7.0,1.0
jharsuguda,2026-01-02,138.0,77.0,12.0,10.0,7.0,7.0
jharsuguda,2026-01-03,,70.0,13.0,6.0,8.0,7.0
jharsuguda,2026-01-04,79.0,88.0,28.0,3.0,12.0,4.0
jharsuguda,2026-01-05,60.0,54.0,24.0,4.0,8.0,5.0
jharsuguda,2026-02-01,143.0,85.0,10.0,4.0,7.0,2.0
jharsuguda,2026-02-02,107.0,62.0,11.0,8.0,8.0,6.0
jharsuguda,2026-02-03,107.0,71.0,11.0,4.0,8.0,6.0
jharsuguda,2026-02-04,121.0,73.0,23.0,4.0,8.0,5.0
jharsuguda,2026-02-05,85.0,41.0,26.0,5.0,8.0,6.0
jharsuguda,2026-03-01,130.0,85.0,10.0,10.0,7.0,3.0
jharsuguda,2026-03-02,99.0,107.0,11.0,11.0,7.0,7.0
jharsuguda,2026-03-03,114.0,,,,,
jharsuguda,2026-03-04,117.0,50.0,28.0,4.0,7.0,7.0
jharsuguda,2026-03-05,67.0,36.0,24.0,5.0,8.0,6.0
jharsuguda,2026-04-01,127.0,69.0,10.0,34.0,7.0,4.0
jharsuguda,2026-04-02,140.0,88.0,12.0,10.0,7.0,7.0
jharsuguda,2026-04-03,,85.0,21.0,4.0,8.0,5.0
jharsuguda,2026-04-04,82.0,,,,,
jharsuguda,2026-04-05,60.0,21.0,17.0,5.0,8.0,7.0
jharsuguda,2026-05-01,111.0,65.0,12.0,21.0,7.0,5.0
jharsuguda,2026-05-02,124.0,91.0,12.0,10.0,7.0,7.0
jharsuguda,2026-05-03,131.0,133.0,58.0,6.0,7.0,7.0
jharsuguda,2026-05-04,,35.0,17.0,4.0,8.0,8.0
jharsuguda,2026-05-05,38.0,,,,,
jharsuguda,2026-06-01,103.0,76.0,12.0,7.0,7.0,5.0
jharsuguda,2026-06-02,137.0,66.0,11.0,9.0,8.0,6.0
jharsuguda,2026-06-03,142.0,195.0,70.0,12.0,8.0,5.0
jharsuguda,2026-06-04,58.0,36.0,18.0,4.0,7.0,7.0
jharsuguda,2026-07-01,118.0,64.0,12.0,7.0,7.0,8.0
jharsuguda,2026-07-02,108.0,85.0,11.0,9.0,8.0,5.0
jharsuguda,2026-07-03,196.0,98.0,80.0,14.0,7.0,6.0
jharsuguda,2026-07-04,60.0,42.0,19.0,4.0,7.0,7.0
jharsuguda,2026-08-01,98.0,67.0,11.0,6.0,7.0,8.0
jharsuguda,2026-08-02,137.0,,,,,
jharsuguda,2026-08-03,135.0,105.0,40.0,14.0,7.0,6.0
jharsuguda,2026-08-04,68.0,39.0,17.0,4.0,8.0,8.0
jharsuguda,2026-09-01,103.0,71.0,11.0,5.0,7.0,9.0
jharsuguda,2026-09-03,154.0,91.0,47.0,21.0,7.0,4.0
jharsuguda,2026-09-04,67.0,63.0,20.0,4.0,8.0,7.0
jharsuguda,2026-10-01,112.0,77.0,11.0,5.0,7.0,8.0
jharsuguda,2026-10-03,142.0,96.0,33.0,15.0,7.0,6.0
jharsuguda,2026-10-04,99.0,75.0,19.0,4.0,8.0,5.0
jharsuguda,2026-11-01,109.0,105.0,12.0,5.0,8.0,9.0
jharsuguda,2026-11-03,145.0,82.0,66.0,2.0,8.0,7.0
jharsuguda,2026-11-04,117.0,88.0,25.0,3.0,10.0,3.0
jharsuguda,2026-11-05,,69.0,19.0,4.0,9.0,5.0
jharsuguda,2026-12-01,134.0,92.0,12.0,5.0,8.0,7.0
jharsuguda,2026-12-02,,109.0,11.0,6.0,8.0,8.0
jharsuguda,2026-12-03,121.0,120.0,64.0,6.0,7.0,4.0
jharsuguda,2026-12-04,137.0,86.0,22.0,4.0,9.0,3.0
jharsuguda,2026-12-05,114.0,95.0,23.0,4.0,9.0,6.0
talcher,2018-01-12,166.0,351.0,4.0,,9.0,17.0
talcher,2018-02-12,177.0,325.0,3.0,,9.0,22.0
talcher,2018-03-12,169.0,235.0,4.0,,7.0,19.0
talcher,2018-04-12,173.0,194.0,4.0,,10.0,24.0
talcher,2018-05-12,186.0,301.0,2.0,,7.0,21.0
talcher,2018-06-12,210.0,195.0,4.0,,10.0,21.0
talcher,2018-07-12,171.0,158.0,4.0,,12.0,20.0
talcher,2018-08-12,165.0,201.0,3.0,,10.0,20.0
talcher,2018-09-12,186.0,176.0,3.0,,7.0,19.0
talcher,2018-10-12,173.0,156.0,4.0,,7.0,15.0
talcher,2018-11-12,168.0,,,,,
talcher,2019-01-01,179.0,263.0,7.0,2.0,18.0,42.0
talcher,2019-01-02,171.0,318.0,5.0,,14.0,28.0
talcher,2019-01-03,86.0,133.0,1.0,,14.0,20.0
talcher,2019-01-05,68.0,52.0,1.0,5.0,10.0,10.0
talcher,2019-01-06,129.0,61.0,3.0,4.0,12.0,9.0
talcher,2019-01-07,78.0,47.0,,2.0,13.0,14.0
talcher,2019-01-08,29.0,50.0,2.0,4.0,18.0,15.0
talcher,2019-01-10,91.0,,,,17.0,4.0
talcher,2019-01-11,85.0,50.0,8.0,1.0,17.0,25.0
talcher,2019-01-12,160.0,166.0,23.0,18.0,18.0,8.0
talcher,2019-02-01,219.0,282.0,7.0,2.0,16.0,38.0
talcher,2019-02-02,169.0,331.0,4.0,,14.0,28.0
talcher,2019-02-03,101.0,194.0,5.0,,15.0,25.0
talcher,2019-02-05,56.0,85.0,3.0,5.0,13.0,17.0
talcher,2019-02-06,65.0,86.0,2.0,4.0,11.0,8.0
talcher,2019-02-07,61.0,60.0,1.0,2.0,13.0,13.0
talcher,2019-02-08,61.0,38.0,,4.0,18.0,16.0
talcher,2019-02-09,,46.0,,1.0,25.0,13.0
talcher,2019-02-10,89.0,,,,15.0,3.0
talcher,2019-02-11,112.0,67.0,6.0,,18.0,26.0
talcher,2019-02-12,159.0,159.0,18.0,18.0,15.0,13.0
talcher,2019-03-01,205.0,286.0,6.0,1.0,15.0,36.0
talcher,2019-03-02,172.0,269.0,6.0,,11.0,25.0
talcher,2019-03-03,127.0,118.0,5.0,,14.0,25.0
talcher,2019-03-04,,85.0,3.0,6.0,13.0,8.0
talcher,2019-03-05,79.0,59.0,2.0,5.0,12.0,15.0
talcher,2019-03-06,92.0,74.0,3.0,3.0,12.0,10.0
talcher,2019-03-07,66.0,34.0,1.0,2.0,13.0,13.0
talcher,2019-03-08,46.0,28.0,,4.0,18.0,13.0
talcher,2019-03-09,65.0,50.0,,3.0,26.0,12.0
talcher,2019-03-10,,,5.0,,15.0,4.0
talcher,2019-03-11,160.0,57.0,6.0,,17.0,24.0
talcher,2019-03-12,169.0,132.0,21.0,9.0,13.0,6.0
talcher,2019-04-01,210.0,248.0,5.0,1.0,16.0,36.0
talcher,2019-04-02,156.0,374.0,5.0,,13.0,30.0
talcher,2019-04-03,94.0,91.0,3.0,,13.0,21.0
talcher,2019-04-04,82.0,154.0,5.0,6.0,12.0,10.0
talcher,2019-04-05,106.0,105.0,3.0,6.0,11.0,13.0
talcher,2019-04-06,76.0,79.0,5.0,4.0,11.0,7.0
talcher,2019-04-07,60.0,48.0,,1.0,14.0,18.0
talcher,2019-04-08,33.0,43.0,1.0,5.0,18.0,15.0
talcher,2019-04-09,101.0,43.0,,,5.0,12.0
talcher,2019-04-11,129.0,55.0,5.0,,17.0,22.0
talcher,2019-04-12,141.0,197.0,23.0,14.0,12.0,14.0
talcher,2019-05-01,202.0,268.0,3.0,2.0,16.0,37.0
talcher,2019-05-02,168.0,342.0,6.0,1.0,9.0,25.0
talcher,2019-05-03,81.0,144.0,5.0,,13.0,23.0
talcher,2019-05-04,121.0,88.0,4.0,6.0,12.0,8.0
talcher,2019-05-05,101.0,109.0,3.0,6.0,11.0,14.0
talcher,2019-05-06,84.0,,,,,
talcher,2019-05-07,91.0,32.0,,1.0,14.0,14.0
talcher,2019-05-08,50.0,45.0,1.0,2.0,18.0,16.0
talcher,2019-05-09,66.0,30.0,1.0,1.0,1.0,11.0
talcher,2019-05-11,118.0,173.0,5.0,,17.0,19.0
talcher,2019-05-12,144.0,197.0,18.0,14.0,13.0,23.0
talcher,2019-06-01,210.0,289.0,3.0,2.0,16.0,37.0
talcher,2019-06-02,165.0,258.0,3.0,,8.0,23.0
talcher,2019-06-03,121.0,261.0,5.0,,14.0,27.0
talcher,2019-06-04,87.0,72.0,4.0,6.0,11.0,6.0
talcher,2019-06-05,101.0,135.0,10.0,5.0,12.0,18.0
talcher,2019-06-06,,70.0,2.0,4.0,10.0,9.0
talcher,2019-06-07,47.0,57.0,,2.0,14.0,14.0
talcher,2019-06-08,74.0,41.0,,,20.0,16.0
talcher,2019-06-09,55.0,,,,,
talcher,2019-06-11,111.0,402.0,5.0,,18.0,18.0
talcher,2019-06-12,158.0,203.0,18.0,15.0,11.0,22.0
talcher,2019-07-01,199.0,153.0,4.0,2.0,11.0,29.0
talcher,2019-07-02,159.0,191.0,3.0,,4.0,16.0
talcher,2019-07-03,145.0,276.0,7.0,,14.0,29.0
talcher,2019-07-04,65.0,66.0,3.0,6.0,11.0,6.0
talcher,2019-07-05,129.0,136.0,9.0,5.0,12.0,18.0
talcher,2019-07-06,63.0,75.0,3.0,1.0,12.0,7.0
talcher,2019-07-07,73.0,75.0,,2.0,15.0,16.0
talcher,2019-07-08,65.0,33.0,,1.0,21.0,14.0
talcher,2019-07-09,,40.0,,3.0,10.0,9.0
talcher,2019-07-11,121.0,391.0,5.0,,18.0,14.0
talcher,2019-07-12,163.0,171.0,4.0,14.0,10.0,23.0
talcher,2019-08-01,168.0,173.0,3.0,2.0,10.0,31.0
talcher,2019-08-02,139.0,155.0,3.0,,4.0,17.0
talcher,2019-08-03,125.0,203.0,4.0,,15.0,27.0
talcher,2019-08-04,62.0,118.0,5.0,6.0,12.0,12.0
talcher,2019-08-05,132.0,132.0,7.0,5.0,12.0,15.0
talcher,2019-08-06,93.0,83.0,6.0,1.0,11.0,9.0
talcher,2019-08-07,75.0,79.0,,1.0,15.0,14.0
talcher,2019-08-08,49.0,53.0,1.0,3.0,21.0,14.0
talcher,2019-08-09,79.0,43.0,,3.0,11.0,10.0
talcher,2019-08-10,,,6.0,4.0,14.0,8.0
talcher,2019-08-11,134.0,59.0,4.0,,17.0,10.0
talcher,2019-08-12,152.0,185.0,11.0,15.0,9.0,23.0
talcher,2019-09-01,176.0,262.0,3.0,2.0,13.0,31.0
talcher,2019-09-02,133.0,221.0,6.0,,6.0,21.0
talcher,2019-09-03,148.0,,6.0,,13.0,23.0
talcher,2019-09-04,116.0,101.0,3.0,6.0,13.0,13.0
talcher,2019-09-05,110.0,130.0,7.0,5.0,12.0,16.0
talcher,2019-09-06,91.0,74.0,7.0,3.0,11.0,8.0
talcher,2019-09-07,73.0,71.0,,1.0,15.0,12.0
talcher,2019-09-08,59.0,60.0,1.0,3.0,20.0,18.0
talcher,2019-09-09,79.0,48.0,,3.0,18.0,8.0
talcher,2019-09-10,,44.0,4.0,4.0,14.0,8.0
talcher,2019-09-11,103.0,56.0,5.0,,16.0,9.0
talcher,2019-09-12,161.0,154.0,9.0,15.0,8.0,21.0
talcher,2019-10-01,189.0,187.0,4.0,2.0,,23.0
talcher,2019-10-02,141.0,234.0,7.0,,5.0,19.0
talcher,2019-10-03,,,11.0,,14.0,28.0
talcher,2019-10-04,131.0,102.0,8.0,6.0,12.0,11.0
talcher,2019-10-05,110.0,106.0,3.0,5.0,13.0,14.0
talcher,2019-10-06,87.0,100.0,6.0,3.0,11.0,9.0
talcher,2019-10-07,64.0,67.0,,2.0,15.0,11.0
talcher,2019-10-08,64.0,70.0,1.0,3.0,20.0,17.0
talcher,2019-10-09,75.0,61.0,,2.0,15.0,10.0
talcher,2019-10-10,62.0,45.0,5.0,4.0,13.0,9.0
talcher,2019-10-11,72.0,115.0,5.0,2.0,17.0,14.0
talcher,2019-10-12,160.0,193.0,13.0,15.0,8.0,23.0
talcher,2019-11-01,188.0,205.0,3.0,1.0,,26.0
talcher,2019-11-02,135.0,300.0,5.0,,7.0,25.0
talcher,2019-11-03,,,3.0,,14.0,23.0
talcher,2019-11-04,112.0,141.0,9.0,6.0,12.0,15.0
talcher,2019-11-05,101.0,92.0,3.0,5.0,12.0,16.0
talcher,2019-11-06,105.0,84.0,10.0,2.0,11.0,8.0
talcher,2019-11-07,56.0,77.0,1.0,2.0,15.0,12.0
talcher,2019-11-08,70.0,61.0,1.0,2.0,19.0,18.0
talcher,2019-11-09,87.0,41.0,,2.0,9.0,9.0
talcher,2019-11-10,77.0,49.0,8.0,3.0,13.0,16.0
talcher,2019-11-11,98.0,144.0,5.0,4.0,19.0,14.0
talcher,2019-11-12,167.0,160.0,7.0,15.0,7.0,22.0
talcher,2019-12-01,192.0,222.0,5.0,1.0,,30.0
talcher,2019-12-02,162.0,382.0,7.0,,14.0,29.0
talcher,2019-12-03,63.0,292.0,17.0,5.0,13.0,27.0
talcher,2019-12-04,128.0,89.0,13.0,6.0,12.0,11.0
talcher,2019-12-05,108.0,144.0,4.0,5.0,13.0,18.0
talcher,2019-12-06,79.0,68.0,9.0,1.0,12.0,12.0
talcher,2019-12-07,70.0,87.0,,2.0,16.0,14.0
talcher,2019-12-08,79.0,,,2.0,19.0,18.0
talcher,2019-12-09,76.0,41.0,,2.0,5.0,9.0
talcher,2019-12-10,99.0,47.0,6.0,3.0,15.0,17.0
talcher,2019-12-11,127.0,128.0,5.0,4.0,19.0,16.0
talcher,2019-12-12,146.0,88.0,14.0,16.0,4.0,12.0
talcher,2020-01-01,214.0,170.0,,8.0,13.0,15.0
talcher,2020-01-02,178.0,108.0,28.0,2.0,5.0,2.0
talcher,2020-01-03,156.0,95.0,16.0,1.0,23.0,18.0
talcher,2020-01-04,110.0,61.0,45.0,1.0,,16.0
talcher,2020-01-05,81.0,,,,,
talcher,2020-01-06,69.0,51.0,,7.0,15.0,16.0
talcher,2020-01-07,72.0,17.0,20.0,8.0,7.0,8.0
talcher,2020-01-08,88.0,73.0,27.0,9.0,11.0,13.0
talcher,2020-01-09,67.0,67.0,20.0,11.0,9.0,2.0
talcher,2020-01-10,76.0,60.0,12.0,2.0,7.0,5.0
talcher,2020-01-11,92.0,70.0,46.0,55.0,15.0,13.0
talcher,2020-01-12,145.0,96.0,37.0,13.0,23.0,15.0
talcher,2020-02-01,182.0,999.0,4.0,7.0,11.0,13.0
talcher,2020-02-02,173.0,84.0,28.0,2.0,4.0,
talcher,2020-02-03,164.0,65.0,1.0,1.0,24.0,11.0
talcher,2020-02-04,110.0,45.0,69.0,2.0,,17.0
talcher,2020-02-05,,32.0,39.0,8.0,,17.0
talcher,2020-02-06,93.0,53.0,,8.0,4.0,19.0
talcher,2020-02-07,50.0,13.0,21.0,8.0,7.0,6.0
talcher,2020-02-08,81.0,63.0,16.0,9.0,13.0,15.0
talcher,2020-02-09,71.0,65.0,18.0,10.0,9.0,1.0
talcher,2020-02-10,72.0,54.0,11.0,2.0,8.0,6.0
talcher,2020-02-11,106.0,85.0,53.0,55.0,17.0,13.0
talcher,2020-02-12,149.0,99.0,36.0,11.0,24.0,13.0
talcher,2020-03-01,134.0,77.0,6.0,7.0,12.0,12.0
talcher,2020-03-02,154.0,86.0,25.0,2.0,5.0,14.0
talcher,2020-03-03,127.0,49.0,2.0,1.0,26.0,12.0
talcher,2020-03-04,85.0,69.0,48.0,1.0,,21.0
talcher,2020-03-05,64.0,16.0,27.0,7.0,,18.0
talcher,2020-03-06,96.0,75.0,,,,16.0
talcher,2020-03-07,43.0,10.0,17.0,8.0,7.0,7.0
talcher,2020-03-08,71.0,67.0,21.0,9.0,14.0,17.0
talcher,2020-03-09,65.0,76.0,20.0,12.0,13.0,2.0
talcher,2020-03-10,62.0,56.0,16.0,4.0,8.0,7.0
talcher,2020-03-11,130.0,86.0,45.0,55.0,17.0,8.0
talcher,2020-03-12,152.0,102.0,41.0,11.0,18.0,13.0
